Number of elements 23380
     0 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     1 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     2 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     3 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     4 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     5 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     6 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     7 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     8 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     9 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    10 :  1.5978682e-48  4.5737662e-48 -7.7813346e-48
    11 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    12 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    13 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    14 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    15 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    16 :  6.8668590e-74  9.4167930e-73 -1.2289967e-72
    17 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    18 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    19 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    20 : -2.4043241e-49  5.7145517e-50  1.2456389e-49
    21 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    22 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    23 : -6.7277238e-42  9.4943696e-43  5.2173897e-42
    24 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    25 : -1.1806159e-45  1.6557646e-44 -1.1110070e-44
    26 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    27 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    28 :  7.4827465e-01  8.5367805e-01  9.5373491e-01
    29 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    30 :  5.4298838e-57 -6.2650818e-58 -4.0845226e-57
    31 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    32 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    33 :  6.1553396e-66 -4.4288829e-66  2.7529521e-66
    34 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    35 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    36 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    37 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    38 : -6.2516556e-57  1.8498596e-57  1.0801552e-56
    39 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    40 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    41 :  6.9310148e-26 -1.8762888e-26 -3.0508340e-26
    42 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    43 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    44 : -1.0888886e-32 -1.2547891e-31  6.7300085e-32
    45 :  1.9270155e-21 -2.4912194e-20  9.4655405e-21
    46 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    47 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    48 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    49 : -7.2575904e-05  4.6458589e-05  1.3191566e-04
    50 :  1.1516523e-63 -6.5209435e-62  3.1666185e-62
    51 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    52 :  2.2570380e-03 -6.2993392e-03  3.1701761e-03
    53 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    54 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    55 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    56 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    57 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    58 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    59 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    60 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    61 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    62 :  1.1412039e-66  8.7405354e-67 -2.8915154e-66
    63 : -6.5672689e-39  9.7085168e-38 -1.8281535e-37
    64 :  4.3968399e-40 -1.7045302e-40 -7.3415971e-40
    65 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    66 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    67 :  1.3372892e-02 -2.6749388e-02 -5.5198936e-03
    68 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    69 : -1.3086643e-61  4.1387815e-62  4.6050479e-62
    70 : -2.1476516e-28 -9.0645545e-29  1.4019793e-28
    71 :  8.0648557e-03 -7.9113840e-03 -1.0634351e-02
    72 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    73 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    74 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    75 : -6.7426994e-68  2.0176445e-67 -6.6187517e-68
    76 :  1.9188681e-04  8.8905792e-06 -6.8417352e-05
    77 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    78 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    79 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    80 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    81 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    82 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    83 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    84 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    85 :  3.0585450e-24 -5.2263077e-24 -1.4236054e-24
    86 :  8.8658143e-52 -2.1007471e-52 -3.3094391e-52
    87 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    88 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    89 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    90 : -5.6843230e-27  2.3818308e-26 -8.3906626e-27
    91 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    92 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    93 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    94 :  2.3865170e-52 -3.0265140e-53 -1.6411821e-52
    95 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    96 : -8.0278639e-80  2.1770117e-79 -5.7143896e-80
    97 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    98 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    99 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   100 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   101 : -1.0852074e-33 -8.5678336e-33  1.0909339e-32
   102 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   103 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   104 : -7.1525866e-58  2.7587994e-58  1.6349877e-58
   105 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   106 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   107 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   108 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   109 : -1.4957557e-59  3.5073514e-60  5.6213113e-60
   110 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   111 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   112 : -6.2397950e-09  1.5809912e-08 -3.7191878e-08
   113 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   114 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   115 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   116 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   117 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   118 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   119 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   120 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   121 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   122 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   123 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   124 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   125 : -2.1519372e-52  2.0877367e-52  4.6995962e-53
   126 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   127 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   128 :  3.9750977e-52 -7.8506283e-52  1.8994467e-52
   129 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   130 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   131 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   132 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   133 : -9.2986470e-03  2.0059992e-03 -7.8163339e-03
   134 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   135 : -3.0911984e-27  2.1021969e-27 -1.5790947e-27
   136 :  3.5169749e-01  3.0272615e-01  7.3489121e-01
   137 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   138 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   139 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   140 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   141 : -5.9839222e-58  2.9321199e-57 -1.1347001e-57
   142 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
