Number of elements 23380
     0 :  2.0492461e-02  1.5311581e-03  2.0180959e-02
     1 : -1.1579314e-02 -5.9711063e-03 -6.3420926e-03
     2 : -6.2749794e-57 -3.7913158e-56  1.9884995e-56
     3 : -7.8690321e-30 -8.7578633e-30 -6.1334946e-31
     4 : -1.2319295e-56 -2.6985811e-56 -5.0177122e-56
     5 : -8.6070165e-30 -4.5277479e-29 -1.8206005e-29
     6 : -4.8976571e-03 -6.5438879e-03 -8.1889673e-04
     7 :  3.7133179e-02  3.9404431e-02  4.1799266e-02
     8 :  5.2238291e-02  1.9054652e-02  5.6993789e-02
     9 :  4.5348348e-05 -3.3653613e-05 -1.1213081e-04
    10 : -9.1097753e-03 -3.1936541e-03  3.9291036e-03
    11 : -1.0106695e-02 -9.9311687e-03 -7.9707622e-03
    12 : -4.5837319e-03 -1.1092065e-03  1.1541170e-03
    13 :  4.0912147e-04 -3.2372543e-03 -2.6522301e-03
    14 :  1.1548537e-02  1.0542968e-02  1.3004456e-02
    15 :  1.7554932e-03 -7.7142564e-04  2.9930358e-04
    16 :  2.7322143e-03  4.1177741e-03  1.4553192e-03
    17 :  1.6857459e-03  9.3617198e-04  6.1884076e-04
    18 : -2.3886890e-15 -5.4828567e-15 -2.3746376e-15
    19 :  1.4396582e-02  2.0616038e-02  2.9842596e-03
    20 : -7.8052370e-04 -4.9353275e-03 -9.2362183e-04
    21 : -1.1157771e-03 -3.5314844e-04 -6.3923498e-03
    22 :  3.4096820e-49  8.6124377e-51 -8.6110408e-50
    23 :  5.7168754e-03  1.4753573e-02 -3.4521156e-03
    24 : -8.4686342e-37  1.1659028e-36 -1.4733557e-36
    25 :  2.0629329e-02  2.6062800e-02  1.9217293e-02
    26 : -5.6494555e-03 -1.0179667e-02 -8.8940231e-03
    27 : -2.9978668e-02 -8.7718889e-03  1.4379041e-02
    28 :  2.5617927e-03 -1.0038308e-03  1.5110240e-03
    29 :  4.8377628e-04 -2.5207960e-03  7.1815760e-04
    30 : -1.8876356e-02 -2.1009456e-02 -2.0005387e-02
    31 : -9.7713743e-32  1.0139898e-31 -6.1840520e-32
    32 :  4.2791047e-02 -4.8995422e-03  4.6609272e-03
    33 : -4.8736532e-02 -4.3831797e-02 -4.1788098e-02
    34 :  1.6477371e-02  1.3478893e-02  1.5725140e-02
    35 : -1.5655079e-02 -1.5461699e-02 -1.1820741e-02
    36 :  1.7169748e-02  1.9569985e-02  1.8397236e-02
    37 : -4.1392211e-03  1.1618780e-03 -4.2107280e-03
    38 : -4.1301401e-03 -4.1244720e-03 -2.7924299e-03
    39 :  1.7194958e-02  1.6509370e-02  1.7989052e-02
    40 : -9.5347082e-47  3.9369662e-46  5.2487104e-46
    41 : -1.9484737e-02 -1.8978277e-02 -1.4965197e-02
    42 :  4.3183753e-07 -5.1269861e-06 -4.3185615e-06
    43 : -2.1797573e-02 -2.4449715e-02 -2.6033814e-02
    44 :  6.5904495e-03  1.0842614e-02  3.4410819e-02
    45 : -1.4686420e-02 -1.3555481e-02 -4.8058416e-03
    46 :  1.0384285e-02  6.3620359e-03  6.8148516e-03
    47 :  1.4186573e-02  1.1962674e-02  1.3147237e-02
    48 : -1.7582557e-02 -1.7577706e-02 -1.0225564e-02
    49 :  9.5128522e-02  1.0059980e-01  8.5582908e-02
    50 : -5.8034469e-03 -7.0901887e-03 -3.9545624e-03
    51 :  2.0390770e-02  2.8832910e-02  1.5490912e-02
    52 :  5.2824527e-02  6.7119650e-02  6.2984820e-02
    53 :  2.0382697e-35  4.4206022e-35 -7.3204766e-35
    54 :  2.9714083e-04 -3.0090460e-03  3.6845166e-04
    55 :  1.7542274e-02  1.7790607e-02  1.6861146e-02
    56 : -3.1912911e-04  6.5748941e-04 -1.3722005e-03
    57 :  1.8751990e-03  1.9644697e-03  2.4971157e-03
    58 : -6.1724704e-03 -2.8810544e-03 -6.6264756e-03
    59 : -2.2060513e-04 -3.1887393e-04  2.4452362e-04
    60 :  1.7908910e-02  2.6284568e-02  2.4146631e-02
    61 :  4.1659959e-04 -7.1532536e-06  3.5267997e-04
    62 :  7.8147556e-06 -1.3410443e-03 -2.5674989e-03
    63 : -2.2958421e-02 -2.1755406e-02 -8.8013648e-03
    64 : -1.7233151e-02 -3.6655590e-02 -3.8869397e-02
    65 :  4.6469698e-29 -1.4944026e-28  5.0058618e-29
    66 : -7.7518088e-05  2.5102662e-05  3.9626513e-05
    67 : -8.7485958e-02 -2.9983885e-02 -8.3158426e-02
    68 : -4.6508897e-03 -1.5529539e-02 -1.5840763e-02
    69 : -3.6954920e-03 -5.7072259e-03 -6.0199363e-03
    70 :  2.7062196e-02  2.1759786e-02  1.2989370e-02
    71 :  9.7872475e-02  8.5060271e-02  1.0053363e-01
    72 : -3.6494554e-11 -5.9747875e-12  6.5212284e-11
    73 :  1.1408957e-10  2.0960473e-11 -4.6784159e-10
    74 :  8.2480254e-06 -5.9111205e-06 -9.9318868e-06
    75 :  3.6939470e-03 -1.5210697e-03  1.3663064e-03
    76 :  1.3670727e-01  1.1556892e-01  1.1640376e-01
    77 :  1.8897977e-02  2.5878499e-02  2.9816101e-02
    78 : -3.6075507e-03 -4.2208543e-03 -3.6619586e-03
    79 : -4.8262426e-03 -3.9363570e-03 -7.1408350e-03
    80 : -5.7127133e-28 -2.2069613e-28  8.2129896e-28
    81 :  1.6279868e-02  1.5685854e-02  1.4140869e-02
    82 : -8.8884665e-05  1.0116591e-06  1.7952493e-04
    83 : -7.3510407e-03 -7.6525662e-03 -5.8286134e-03
    84 : -6.9994258e-04 -1.0401412e-03 -5.2805536e-04
    85 :  3.4547636e-02  6.8715210e-03  1.5488789e-02
    86 :  1.5348142e-03  2.4198804e-03 -5.0700290e-04
    87 :  4.1485621e-07  5.1743570e-07 -9.1586738e-08
    88 :  5.9848907e-14 -3.2436814e-14  4.8594610e-14
    89 :  2.4493371e-03  7.0458434e-04  2.3271914e-03
    90 :  4.2200236e-03  4.7166110e-03  3.8157566e-03
    91 :  2.2399131e-02  2.3620317e-02  2.1979967e-02
    92 : -4.6742770e-03  3.1249925e-04 -3.2464760e-04
    93 :  6.3433027e-02  3.3463448e-02  5.2046878e-02
    94 : -1.2402298e-02 -1.2352879e-02 -1.6313689e-02
    95 : -1.3260679e-02 -1.1883145e-02 -1.0708906e-02
    96 : -1.4148043e-02  7.2560243e-03 -5.4403757e-03
    97 : -5.4498606e-03 -5.1211286e-03 -4.9807061e-03
    98 :  2.2934491e-02  5.0435086e-03  3.0368908e-02
    99 : -5.1430066e-05  7.0184911e-06  1.2172080e-04
   100 :  9.9291894e-24 -3.6313061e-23  1.7844046e-23
   101 :  1.4900875e-02  9.1916881e-03  1.4723435e-02
   102 :  1.2939795e-11 -4.4233885e-11  1.7319388e-10
   103 :  1.8331872e-02  1.7819612e-02  2.0976792e-02
   104 :  1.2190154e-02  6.3909470e-03  9.4083457e-03
   105 : -2.0086189e-15  4.2227858e-16  4.1334638e-16
   106 :  1.1965358e-44 -5.2177979e-45  4.2150607e-45
   107 : -3.1130706e-04  1.2081439e-03 -2.2002200e-03
   108 : -1.2274087e-53  1.0574215e-53 -1.1001325e-53
   109 : -8.4586988e-03 -9.9387362e-03 -1.0139607e-02
   110 : -9.2642592e-26  3.4727283e-25 -4.7224065e-26
   111 : -2.7949820e-02 -2.6137659e-02 -2.4475433e-02
   112 : -1.0293416e-02  2.3407295e-03  9.1422969e-03
   113 : -3.3030529e-02 -1.0522830e-02 -2.8999578e-03
   114 :  2.1238353e-44  2.0074732e-45 -2.2410010e-44
   115 :  1.5158382e-02  1.7891503e-02  1.5798303e-02
   116 : -1.1984881e-02 -6.4876334e-03 -7.8513097e-03
   117 : -6.6317381e-42 -1.4881885e-41  5.1396067e-42
   118 :  2.3915451e-48 -4.6112227e-48  3.5355581e-49
   119 : -1.4272035e-09 -3.8892107e-10  3.0529570e-09
   120 :  3.6787439e-02  4.4786705e-02  3.3404045e-02
   121 : -3.5886948e-46  7.6465017e-46 -1.6521246e-45
   122 : -3.1120680e-02 -3.5976524e-02 -3.0809115e-02
   123 : -1.1734165e-51  2.8999713e-51 -1.1411502e-51
   124 : -5.6714983e-42 -4.8303167e-42  9.5835681e-42
   125 :  2.9858155e-02  2.8538820e-02  2.9741050e-02
   126 : -7.7506192e-03 -6.7136535e-03 -7.6382569e-03
   127 :  1.0066753e-02  1.1601877e-02  1.1028034e-02
   128 :  5.8365895e-04  1.4336969e-02  4.2720768e-03
   129 :  2.9303121e-03  4.6177968e-03  3.4608111e-03
   130 :  2.5528458e-30 -1.5961905e-30  8.4843359e-31
   131 : -8.3969116e-58  4.7107076e-58  2.7144193e-58
   132 : -8.5809852e-13 -3.8751757e-13  6.6443928e-13
