Number of elements 23380
     0 : -6.3772621e-13  1.6950085e-12 -3.0886585e-13
     1 : -1.3227917e-09  2.1402706e-09 -8.5607016e-10
     2 :  2.3978962e-85  4.9101828e-85 -7.1547081e-85
     3 : -8.0336234e-51  3.7693680e-50 -5.3129485e-51
     4 :  4.9286397e-85 -2.7213149e-85  1.4638243e-84
     5 : -1.9654428e-51  7.4550537e-50  4.0557549e-50
     6 : -1.8145529e-07 -3.3733270e-06  4.9979607e-07
     7 :  6.4638901e-14 -1.4840379e-14  3.1599844e-14
     8 :  1.0444271e-13 -5.6138838e-13 -3.4317922e-13
     9 :  8.6207436e-17  9.5043793e-16  7.1849015e-17
    10 : -3.4376426e-02 -2.1450689e-02 -1.3413235e-02
    11 : -1.8064849e-11  2.0729784e-11 -8.4498871e-12
    12 :  3.6237865e-07  4.8558758e-07  3.7575993e-07
    13 : -2.7446866e-08  9.7480854e-09  2.0532259e-08
    14 : -6.0338238e-03 -7.0870092e-03 -1.5097923e-03
    15 :  2.7059200e-13 -4.0757249e-13 -3.3509689e-13
    16 :  1.1722290e-03  1.1479571e-03  1.4302534e-03
    17 :  1.1452578e-13 -1.0970917e-14  3.4220396e-14
    18 : -4.7532897e-31 -8.4892103e-33 -3.9488042e-31
    19 :  2.0466530e-12 -1.7461153e-13  1.6077383e-12
    20 :  2.4296545e-03  4.0238596e-03  2.6266554e-03
    21 : -2.3607278e-06  4.3443101e-08 -2.9755860e-06
    22 : -1.8286867e-75  2.8114636e-76 -2.3226728e-76
    23 :  9.7352222e-02  9.9137215e-02  7.9160240e-02
    24 :  6.1049465e-59 -7.0040879e-59  1.0495094e-58
    25 :  5.5709001e-02  9.7278532e-02  1.0826324e-01
    26 :  1.9298211e-02  3.0347819e-02  2.8803992e-02
    27 :  7.8279687e-02  7.8432762e-02  1.0210210e-01
    28 :  5.5217479e-03 -6.3866175e-03 -2.5299621e-02
    29 : -8.2720471e-09 -7.6036713e-09  3.6828757e-10
    30 :  1.7896186e-02  3.1252500e-02  2.5969367e-02
    31 :  9.4130310e-53 -1.6510501e-52  3.8350051e-53
    32 : -3.9173668e-09  8.8790233e-09  3.6534096e-09
    33 :  2.3882888e-02  3.2598596e-02  2.3037597e-02
    34 :  1.3802838e-12  3.1254998e-12 -4.2000202e-12
    35 :  6.9997961e-02  7.3819853e-02  7.4622236e-02
    36 : -1.8292644e-11  1.1319795e-12 -6.7921505e-12
    37 : -2.8911387e-07  3.9468019e-07 -8.3874909e-07
    38 :  4.0830610e-03  4.1679545e-03  4.4587493e-03
    39 : -4.3453640e-03 -6.7894430e-03 -2.8849380e-03
    40 :  6.7269781e-72 -4.4254726e-72 -1.4797359e-71
    41 : -3.6391139e-02 -2.5934478e-02 -2.2567598e-02
    42 :  1.1987370e-18 -1.1884132e-18 -1.7404020e-18
    43 :  7.1772771e-04  5.0619910e-03  5.6551207e-03
    44 : -1.2520085e-02 -1.0150539e-02 -3.0129699e-03
    45 : -3.0135413e-02 -3.2989755e-02 -4.3135031e-02
    46 :  2.2910493e-08  9.3666464e-09 -5.1451274e-08
    47 :  3.9289601e-11 -1.6107682e-10  7.5473636e-11
    48 :  1.6004030e-06 -1.7339944e-08  1.3994395e-06
    49 : -8.8733306e-02 -8.4308351e-02 -6.7393047e-02
    50 : -1.4019635e-04 -8.6463808e-03 -1.6375305e-03
    51 : -5.2941464e-12  2.9412297e-12 -7.6932198e-12
    52 : -5.6840382e-02 -2.9146678e-02 -3.1064466e-02
    53 : -1.7272616e-56 -1.2259532e-54  1.7984192e-54
    54 : -8.4375924e-18 -2.5550084e-18  2.2786120e-18
    55 :  6.8255300e-04  1.5386038e-03  8.2832849e-04
