Number of elements 23380
     0 : -6.0539783e-03 -5.4040617e-03 -4.7547817e-03
     1 :  7.9345794e-03  9.2708895e-03  2.1197283e-03
     2 : -5.5340083e-51 -6.3920608e-49  4.2803604e-49
     3 :  2.5494649e-24  3.1884234e-24 -1.0432577e-24
     4 : -6.0348096e-50 -5.4492826e-49 -9.5466019e-49
     5 :  3.5856823e-24  3.0074031e-24  3.3948759e-24
     6 :  3.9505069e-03  1.6519950e-04  3.0391555e-03
     7 :  2.6179564e-02  2.4311560e-02  2.0923533e-02
     8 :  2.3276923e-02 -1.3136354e-02  1.8685730e-02
     9 : -4.3882302e-03 -2.4014795e-03  1.8679135e-03
    10 : -1.5629261e-02 -1.5636178e-02 -2.0414952e-02
    11 : -1.0165319e-02 -7.6871636e-03 -9.5539402e-03
    12 :  3.7480498e-03  3.0805212e-03  6.9567688e-03
    13 :  9.1353698e-03  1.3591949e-02  1.3502947e-02
    14 :  2.8840874e-03  9.3692698e-03 -7.7358063e-04
    15 :  3.9335295e-02  1.7178148e-02  2.5986112e-02
    16 : -4.0207328e-03 -3.5510762e-03  4.0115023e-03
    17 :  4.2742184e-02  2.7916554e-02  4.7931204e-02
    18 : -1.2037575e-11  4.4531223e-11 -1.1483545e-11
    19 : -4.3744335e-05 -3.8136241e-03 -5.2587146e-03
    20 :  4.0817946e-03  7.2720228e-04  4.7788627e-03
    21 : -1.7075185e-03  2.9266381e-03 -4.3158771e-05
    22 : -2.0545390e-44 -1.2104164e-42  3.4662716e-42
    23 :  1.0364287e-03  5.6355715e-04  2.3389377e-03
    24 :  9.1094014e-31 -5.5201804e-31  1.3884789e-30
    25 :  4.6972223e-03 -1.3212561e-03 -9.4181157e-04
    26 :  1.8629371e-02  1.8298735e-02  1.7618061e-02
    27 :  2.1037549e-02 -1.1467720e-02 -1.6110055e-02
    28 : -2.4372206e-02 -4.4808627e-02 -3.6774579e-02
    29 : -4.3549245e-03 -1.2047626e-03 -7.3220179e-03
    30 :  1.8948410e-02  1.9185124e-02  1.9845955e-02
    31 :  3.6228248e-26 -7.6818972e-26 -2.9121930e-26
    32 :  5.0293605e-03 -1.5930062e-02 -1.1874115e-02
    33 :  1.3756835e-03  5.8970688e-03  5.3758293e-03
    34 : -9.1868449e-03 -1.0563127e-02 -5.3954276e-03
    35 :  1.8733601e-02  1.8491898e-02  1.9576094e-02
    36 : -1.0609354e-02 -1.0240773e-02 -8.9096521e-03
    37 :  1.4798032e-02  1.2805675e-02  9.4035538e-03
    38 : -4.1348689e-03 -3.6176695e-03 -2.6945285e-03
    39 : -5.3101257e-03 -3.6425961e-03 -4.5968519e-03
    40 : -1.3089324e-39  1.7035816e-39  3.7035976e-39
    41 :  2.1968899e-02  1.7684962e-02  2.0757639e-02
    42 :  8.5410559e-04  3.6231521e-04 -1.7156673e-04
    43 : -4.1659810e-04  5.3842608e-04  2.7782729e-04
    44 : -8.7213407e-03 -5.7683483e-04  1.7385339e-02
    45 : -8.0731567e-03 -1.8363018e-02 -6.5096221e-03
    46 :  1.0538865e-03  7.4946140e-04 -1.3710150e-03
    47 :  5.3467473e-03  8.5638047e-03  4.4764260e-03
    48 : -7.1254318e-03 -1.1976743e-02 -1.2792942e-02
