Number of elements 23380
     0 :  4.6270881e-02  4.1985797e-02  4.6721068e-02
     1 : -7.2008387e-03 -3.9955376e-03 -8.9245394e-03
     2 : -1.2456356e-58  8.7802730e-60 -2.4326088e-58
     3 : -1.4120016e-31  3.0966503e-31 -5.6888586e-32
     4 : -1.7798841e-58  3.9696016e-58  4.4073667e-58
     5 : -2.8558426e-31  1.6539708e-30  6.5939594e-31
     6 :  8.7280330e-03  1.9835198e-03  8.9266363e-03
     7 :  1.4207362e-02  7.4578604e-03  1.6113088e-02
     8 :  2.5410932e-02  1.3707689e-02  2.9372726e-02
     9 : -7.7845539e-06  1.6281826e-05  3.0620892e-05
    10 : -3.3740569e-02 -1.9788951e-02 -1.6216440e-02
    11 :  8.6426395e-03 -7.1112555e-05  7.1380669e-03
    12 :  9.2331012e-03  9.4408889e-03  9.2263076e-03
    13 : -2.6652934e-03 -1.3401890e-02 -5.7288914e-03
    14 :  1.2157381e-02  1.3628616e-02  7.2893203e-03
    15 : -1.3991152e-04  8.6488327e-04  4.6548060e-04
    16 : -8.7558661e-03 -9.0613178e-03 -7.3067363e-03
    17 : -1.9739895e-04  2.3855315e-04 -2.7798805e-04
    18 :  9.8295303e-17  7.5912033e-16  8.4995312e-17
    19 :  4.1620923e-02  4.6087780e-02  4.1765337e-02
    20 : -5.2491853e-03 -3.3787424e-03 -4.8103091e-03
    21 :  1.5837228e-03  8.9331979e-03  1.4158809e-03
    22 : -6.7372819e-52  5.8958960e-51 -1.7953805e-50
    23 :  5.1884092e-03 -4.0628056e-04  1.0382739e-02
    24 : -2.4468983e-38  3.3692860e-39 -3.4464032e-38
    25 : -1.0394333e-02 -7.8719878e-03 -2.4892467e-03
    26 :  5.5361267e-03  4.6098578e-03  4.3376168e-03
    27 : -1.5022370e-02 -1.4064894e-02 -2.9831444e-02
    28 :  3.3887438e-02  3.6336851e-02  1.8519856e-02
    29 : -7.2402434e-03 -3.1890400e-03 -1.0433275e-02
    30 : -1.2948201e-02 -7.0867394e-03 -5.2455931e-03
    31 : -1.4067181e-33  6.3776292e-33  6.1028584e-33
    32 :  3.8003309e-02  3.7348837e-02  4.5458902e-02
    33 : -8.3953263e-03 -2.2524779e-03 -1.2976139e-02
    34 :  1.2129666e-02  1.7664908e-02  1.2556849e-02
    35 :  1.7253000e-02  1.6591120e-02  2.0457122e-02
    36 :  1.7541611e-02  1.2557323e-02  1.1479540e-02
    37 :  3.4437201e-03  7.1344984e-03  4.4417631e-03
    38 : -1.3294243e-03 -2.8611335e-03 -3.0884741e-03
    39 :  1.1560991e-02  1.3325573e-02  1.1584959e-02
    40 :  8.1730804e-48 -5.5180512e-48 -1.8619805e-47
    41 : -6.8149025e-03 -1.8200818e-03 -1.3826057e-03
    42 :  5.3964460e-08  8.8365638e-07  4.9747410e-07
    43 : -3.5722399e-02 -3.4551271e-02 -3.5159475e-02
    44 :  5.3184874e-02  3.5406170e-02  2.1924450e-02
    45 :  4.8108109e-02  2.4886329e-02  4.8279522e-02
    46 :  4.0336816e-02  2.7156544e-02  2.0822549e-02
    47 :  8.2175265e-03  9.3528637e-03  7.0808418e-03
    48 :  6.7606295e-04 -1.2500722e-02 -1.7011338e-02
    49 :  4.4450303e-02  4.2346035e-02  3.0147618e-02
    50 : -4.0908731e-03  2.5086313e-03 -5.1034485e-04
    51 :  2.6072764e-02  1.8389240e-02  2.9345870e-02
    52 : -1.7532861e-02  2.2130700e-02  5.0172931e-03
    53 :  1.2665418e-36  3.3397927e-36 -8.0549078e-36
    54 : -9.9900764e-06  6.7850102e-04  1.9787896e-07
    55 :  3.2086492e-03 -1.0900931e-04  1.0761896e-03
    56 :  3.5713557e-04 -7.0367314e-06 -4.2580802e-05
    57 : -1.5868565e-02 -1.8375445e-02 -1.8887703e-02
    58 : -2.1296751e-02 -2.0277542e-02 -1.5078131e-02
    59 :  2.4821531e-05  3.8945531e-05 -4.1670705e-05
    60 : -8.1573202e-04  1.3276966e-02  1.7226617e-02
    61 : -6.4429876e-05 -1.8485271e-05 -6.7045277e-05
    62 : -2.5911459e-03 -2.3755908e-03 -1.6262363e-03
    63 : -2.5981674e-02 -2.9767428e-02 -3.4606713e-02
    64 :  1.9459574e-02  1.5309016e-02  1.4142980e-02
    65 : -9.9041843e-31  2.8237918e-30 -8.9887233e-31
