Number of elements 23380
     0 : -2.8204640e-02 -9.1787500e-03 -2.9562480e-02
     1 : -4.9898500e-03 -8.2241630e-03 -7.1532620e-03
     2 :  5.2324010e-54  3.6513420e-53 -1.7727240e-53
     3 : -9.7956140e-28 -2.5949420e-28 -2.2387890e-28
     4 :  9.5657320e-54  2.7800770e-53  4.8429460e-53
     5 : -1.5862650e-27  3.3741970e-27  9.5341780e-28
     6 : -2.6406670e-02 -1.5816880e-02 -3.1214070e-02
     7 : -3.4170270e-03  6.5770200e-03 -1.2789440e-02
     8 : -3.4707820e-03  4.0846780e-02  5.4072660e-03
     9 : -9.6963740e-05  5.9080030e-04  8.9147130e-04
    10 :  1.9298360e-02  1.1426050e-02  1.2594160e-02
    11 : -1.4798870e-02 -1.0710630e-02 -1.2999010e-02
    12 : -2.8351440e-02 -3.1245960e-02 -2.7909080e-02
    13 : -1.5193410e-02 -9.0827080e-03 -9.8894120e-03
    14 : -6.0823090e-03 -9.1964000e-03  2.5645030e-03
    15 : -7.3604810e-03  6.4286230e-03 -1.2191550e-03
    16 :  2.6397530e-03  9.3774870e-04  4.3754510e-03
    17 : -8.2059940e-03 -3.8994540e-03 -6.6776550e-03
    18 : -1.4770790e-13 -6.0322850e-14 -1.5720370e-13
    19 : -2.2770730e-02 -3.0522730e-02 -1.1028300e-02
    20 :  1.1872590e-02  1.4189310e-02  1.1813330e-02
    21 : -1.9747320e-02 -3.2311750e-02 -1.5151740e-02
    22 : -9.9232130e-47  8.6096400e-47 -2.3096250e-46
    23 : -4.1420240e-03 -1.5860070e-02  5.5567540e-04
    24 : -2.9538440e-35 -1.2562230e-34 -6.9566370e-36
    25 : -2.9414590e-02 -2.9645700e-02 -1.9348290e-02
    26 : -2.1151490e-02 -1.9764460e-02 -1.9268650e-02
    27 : -1.5518280e-02 -1.4609850e-03 -1.6181260e-03
    28 :  5.4190840e-02  7.3150690e-02  7.7187370e-02
    29 : -2.8438820e-02 -3.1794390e-02 -3.2418170e-02
    30 :  2.8594840e-03 -3.0098090e-03 -1.8400570e-03
    31 :  1.2927580e-31  2.5445430e-29  2.8441450e-29
    32 : -8.5220550e-03 -1.1345320e-02 -1.3543480e-02
    33 : -9.0877680e-03 -1.4385320e-02 -6.3452380e-03
    34 :  4.4492790e-02  4.2583840e-02  3.9266830e-02
    35 : -2.9838050e-02 -3.1483060e-02 -3.7320170e-02
    36 :  3.1668210e-02  4.4992750e-02  4.2640910e-02
    37 :  8.6711390e-04 -3.6997760e-03 -2.9350320e-03
    38 :  8.5883220e-03  1.2285640e-02  1.2195640e-02
