Number of elements 23380
     0 :  6.8948830e-26 -1.8590370e-25  5.6473440e-26
     1 :  3.5640960e-21  2.0463580e-20 -3.2676360e-21
     2 : -9.2179790e-108 -1.8441390e-107 3.0547100e-107
     3 :  7.1414890e-66 -2.5874770e-65 -1.6465010e-65
     4 : -8.9457510e-108 8.3566090e-107 -1.0848770e-106
     5 : -9.1649010e-67  9.7670100e-66  2.3407940e-66
     6 :  2.0875300e-14 -2.7677820e-14  3.6549100e-14
     7 : -3.8318090e-28  2.2318690e-28  1.1582630e-28
     8 :  3.7901270e-27 -2.8486900e-27  1.6262240e-27
     9 :  7.3506030e-26  2.2451580e-25 -2.1885510e-25
    10 : -2.5412360e-03 -2.7863210e-03  3.2288870e-04
    11 : -3.9727820e-23  1.6974280e-23 -3.6799680e-23
    12 :  1.2791250e-14  1.5363040e-14 -8.4095080e-15
    13 : -4.2308320e-19  1.7601430e-19 -1.6527300e-21
    14 :  2.3958700e-09  1.4152890e-09 -1.6431380e-09
    15 :  4.1066670e-22 -5.3419490e-22 -7.1206580e-22
    16 :  6.8324180e-11  1.2210530e-10  5.8936200e-10
    17 :  1.1649200e-22 -1.5971910e-22  5.1645500e-23
    18 :  5.3042790e-44 -1.3154440e-43  8.7300960e-44
    19 : -1.1680390e-25  4.0957000e-26 -1.6467020e-25
    20 : -3.3513450e-05  5.1295570e-06 -3.2110060e-05
    21 : -1.3085940e-13  6.1679170e-14 -5.0509940e-14
    22 :  1.9429790e-95  2.4557120e-95 -7.9011690e-95
    23 :  1.1984940e-06 -4.2265490e-06  1.8145040e-05
    24 :  2.6088070e-76 -2.4558510e-76  4.2852930e-76
    25 : -1.1029260e-07 -4.4293320e-06 -5.8198390e-06
    26 : -4.4205730e-11  4.6053210e-11 -1.3750060e-11
    27 : -1.5385230e-08  2.4532600e-08  4.8418420e-10
    28 : -1.2131990e-01 -1.5613250e-01 -1.6157410e-01
    29 : -3.8060760e-19 -3.5361660e-19 -4.5547610e-20
    30 :  2.9220080e-05  4.2372410e-07  3.3271510e-06
    31 :  1.6272960e-69 -4.6642850e-69  3.6484170e-69
    32 :  8.2200880e-17 -8.3128330e-17  9.0797920e-17
    33 : -3.7580610e-07 -1.8249070e-06  1.1071600e-06
    34 :  3.0299910e-26 -2.8960050e-26  1.3329030e-25
    35 :  3.5473830e-07  1.8009680e-07 -4.4084250e-08
    36 : -5.0041630e-25  2.5029010e-25  1.2757270e-25
    37 : -2.3400560e-18  3.7620420e-19 -2.0981610e-18
    38 : -1.2624110e-06  3.6944510e-06  2.3747840e-06
    39 : -7.4497920e-13  9.2474320e-13 -1.3152880e-12
    40 :  1.4455490e-91 -7.8601150e-92 -3.4233520e-91
    41 : -1.1585980e-02  1.6785960e-03 -4.9146080e-03
    42 : -1.2600400e-29  1.0691770e-29  1.5149660e-29
    43 :  2.0944460e-05  1.5475000e-05  1.5436480e-05
    44 : -5.1683670e-03 -3.1438790e-03  1.0861340e-03
    45 : -6.0564810e-02 -4.2503270e-02 -5.9746890e-02
    46 : -2.7686140e-22  1.8578010e-21 -1.3284040e-21
    47 : -4.2947340e-25 -1.9759650e-25  3.5098880e-26
    48 :  7.1560480e-14  1.7117360e-14  6.2520790e-14
    49 : -3.8586870e-02 -4.1085900e-02 -3.0250970e-02
    50 :  3.8973580e-09  1.9469500e-08  2.2299850e-09
    51 : -3.7800100e-25  4.4423370e-25 -6.0582180e-25
    52 :  4.7730060e-02  2.5240260e-02  3.8284430e-02
    53 :  4.1634620e-71 -2.1425650e-70  2.8901650e-70
    54 : -4.3342000e-30 -5.7643730e-31  1.8218390e-30
    55 : -5.8340500e-14  1.7377430e-13 -1.2856840e-14
    56 : -3.0212610e-34 -2.5627810e-33  6.5294930e-33
    57 :  5.6176950e-10  4.5349800e-10 -6.6731900e-11
    58 : -2.2523260e-06  1.0363630e-05 -6.8410090e-06
    59 : -1.2009060e-38 -1.1598450e-38  9.6412600e-39
    60 : -8.1840310e-25  2.3196050e-25  1.8622260e-24
    61 : -1.0145110e-27  5.7748060e-28 -5.1822120e-28
    62 :  1.2103190e-07  1.0081020e-07 -1.3495350e-07
    63 :  1.0589220e-04  3.8398790e-04  9.0546900e-04
    64 :  4.7970590e-05 -3.6999930e-06 -2.7969460e-05
    65 :  2.7098350e-62 -8.8562670e-62  3.0557400e-62
    66 : -4.8311230e-25 -5.1807450e-27  2.8664080e-25
    67 : -8.4459110e-02 -8.4694410e-02 -7.9923380e-02
    68 :  2.7842060e-14  2.8765540e-16 -8.4682810e-15
    69 :  6.5947240e-10  1.0372110e-09 -4.5036670e-10
    70 : -7.5578390e-03 -7.7051610e-03  8.0868340e-04
    71 : -2.2603870e-02 -2.4035490e-02 -2.8248320e-02
    72 : -8.0570390e-40  5.9162440e-40  1.6331880e-39
    73 : -5.9957460e-35 -1.4329200e-36  1.2788680e-34
    74 : -6.0077490e-28  1.6409890e-28  1.8252110e-28
    75 :  5.9346790e-10 -1.2493190e-09  5.5729150e-10
    76 : -5.5168240e-02 -4.6859240e-02 -5.1803160e-02
    77 :  3.2166550e-26  1.2234540e-26 -5.5980690e-27
    78 : -1.1046610e-22 -2.0866780e-22  3.1450960e-22
    79 :  5.2542360e-15 -2.5689520e-15 -9.5017000e-15
    80 : -6.4985890e-74 -2.3781840e-74  9.3455280e-74
    81 :  8.3010980e-15 -1.9669880e-14 -1.8462680e-14
    82 : -3.7743150e-27 -1.6721010e-26  3.8727290e-26
    83 : -8.7634140e-18  2.6009950e-18  1.5517020e-18
    84 :  1.2953930e-32 -3.7392910e-32  2.9194600e-32
    85 : -1.0916900e-02  1.0584600e-01  5.8545450e-02
