Number of elements 23380
     0 : -7.8228560e-53  3.7180760e-52 -1.7968160e-52
     1 :  6.9466740e-45 -6.6995470e-45  7.2461960e-45
     2 : 6.3654000e-179 -1.8947300e-178 9.0413710e-179
     3 : 5.8507190e-111 -1.0369720e-110 -4.1343140e-111
     4 : 1.2505490e-177 -5.8024750e-178 -2.4082940e-177
     5 : 8.2270590e-112 -6.7590360e-111 5.1150250e-111
     6 : -8.0335050e-32  6.2583830e-32  9.3228590e-32
     7 : -1.9825290e-56  6.8713370e-57  4.8636700e-57
     8 :  3.6523760e-59 -6.9340910e-59 -2.4649220e-59
     9 :  9.8633120e-47 -1.3236180e-46 -1.1090320e-46
    10 : -1.4356670e-17 -6.9299270e-17  3.6538940e-17
    11 : -3.1715040e-48  3.4287150e-48  1.9771680e-48
    12 : -1.1362800e-32  1.3607670e-32 -1.4393950e-33
    13 :  9.5698500e-41 -5.9420520e-41  3.7530190e-41
    14 :  4.0044900e-24  2.2776830e-24 -1.4306860e-24
    15 :  2.7161250e-42 -3.3377930e-42 -4.3053260e-42
    16 :  7.5480830e-26  9.1498970e-26 -3.4270060e-25
    17 :  4.5334810e-43 -9.5265040e-43  2.2170830e-43
    18 :  1.5682920e-76 -2.2217040e-76  1.9294840e-77
    19 :  6.6714590e-52 -5.3929840e-52  6.9780860e-52
    20 :  1.1036110e-18 -7.2974180e-19  1.1127850e-18
    21 : -9.6628110e-31  3.1169050e-31  2.0564250e-31
    22 : -6.2520300e-159 -2.4858750e-159 1.1245540e-158
    23 : -2.9173180e-16  1.1960340e-16 -4.7666330e-16
    24 : -7.4864470e-130 8.6512830e-130 -1.0792600e-129
    25 : -5.8950150e-18  1.6475500e-17  4.9946190e-17
    26 :  2.1235380e-36 -2.4913140e-36 -2.0668950e-38
    27 :  3.5106690e-25 -1.0121830e-24  2.7708500e-25
    28 : -9.2225140e-02 -1.5015730e-01 -9.4353990e-02
    29 : -1.4407350e-39  2.5849980e-40  3.4359280e-40
    30 :  6.1139710e-20 -1.8118550e-20 -1.6298010e-20
    31 : -9.0122520e-118 1.0926340e-118 1.9869190e-117
    32 :  4.7724490e-35 -2.3114860e-34 -1.6353510e-34
    33 : -8.1596010e-23 -1.4300930e-24 -1.1739370e-22
    34 : -1.3427510e-58 -1.2695810e-58  6.7178510e-58
    35 :  8.3853090e-24  1.0687560e-24 -1.2973090e-24
    36 : -1.2235250e-56  3.5636130e-57  4.4186540e-57
    37 :  3.6309870e-47 -2.7397330e-46  5.8381950e-46
    38 : -1.4168520e-21  2.2166530e-21  1.9932820e-21
    39 : -1.5936440e-41  6.1076420e-41 -3.1413150e-41
    40 : -1.0178100e-153 6.3192230e-154 1.5167880e-153
    41 :  4.7212550e-07  1.3292600e-07  8.5301310e-07
    42 :  1.3094270e-53 -3.0456670e-53  6.0182680e-55
    43 :  1.7246680e-25  9.9196960e-26  1.6831310e-25
    44 :  5.0071780e-13 -2.7210830e-14 -3.5509590e-13
    45 :  1.5489030e-05 -1.9076340e-05  1.3256850e-05
    46 : -1.0441090e-54  2.1546160e-54  2.1326430e-55
    47 :  1.0784470e-59  1.9686040e-59 -1.0747670e-59
