Number of elements 23380
     0 :  4.5292260e-34 -9.4378200e-34  7.2478590e-34
     1 : -4.3471620e-28  8.3936260e-28 -5.1685440e-29
     2 : -6.8578100e-127 -4.2325090e-126 4.7963210e-126
     3 : -1.3797650e-76  3.7555720e-76  1.7232500e-76
     4 : 3.4457120e-126 7.4468030e-126 -2.6233410e-125
     5 :  5.8960520e-77 -1.1892540e-76 -9.1024800e-77
     6 : -2.7789450e-21 -1.4868300e-19 -1.4743120e-19
     7 :  3.2255180e-36 -1.1842150e-36  6.2642530e-37
     8 : -3.8327360e-36  9.4780860e-36  1.2561390e-36
     9 : -7.8925450e-32  1.3027280e-31  1.1917530e-31
    10 :  3.7403050e-07  2.1654220e-07 -8.6789390e-07
    11 : -1.5562770e-30 -1.3204190e-30  6.5753270e-31
    12 : -9.0986010e-21 -1.7673350e-20  2.4365980e-20
    13 : -3.6390730e-25  5.6733660e-26  3.2722650e-26
    14 : -1.0806170e-13 -4.9785300e-14  4.5052550e-14
    15 :  1.6936690e-28 -5.8935280e-31 -2.8981580e-29
    16 :  1.4177180e-16 -2.7375910e-15 -1.5913990e-14
    17 : -8.4533530e-31  1.2054150e-28 -3.7533500e-29
    18 : -1.7566520e-52  9.4539750e-52 -1.6308420e-52
    19 : -1.2716080e-33  1.4965530e-33 -1.7435570e-33
    20 : -1.0955150e-08  4.0357360e-09 -1.0423560e-08
    21 :  1.0144140e-18 -4.3411630e-19 -1.6397690e-19
    22 : -4.9056290e-111 -4.4712020e-111 1.4769780e-110
    23 :  9.5339850e-09  1.3982970e-10  1.6821490e-08
    24 :  1.4221980e-89 -1.5610370e-89  2.2620930e-89
    25 : -7.6164390e-10 -2.2095440e-09 -2.0648480e-09
    26 : -5.9582650e-19 -2.3061980e-19 -6.0586540e-19
    27 : -5.9530660e-13  5.3437380e-13  8.2789120e-13
    28 :  1.1536310e-02 -1.4573150e-02  1.2725650e-02
    29 :  4.9043650e-25 -3.7073010e-26 -1.4537000e-25
    30 : -8.3999330e-10  3.1544570e-11 -1.8208170e-10
    31 : -6.7900340e-83  2.0670010e-81 -3.4791840e-81
    32 : -1.7153340e-21  3.9693340e-21  2.3791600e-21
    33 :  7.6648980e-12  3.0200190e-13  8.0815440e-12
    34 : -3.0760080e-35 -1.4441170e-35  3.0671180e-35
    35 :  2.3247270e-12  2.2243320e-12  8.2251860e-13
    36 : -1.0549230e-34  5.9303790e-35  3.4689950e-34
    37 : -2.8026860e-26  9.5634860e-27 -3.0888230e-26
    38 : -7.5430570e-11 -1.9149070e-11 -1.0943370e-10
    39 : -1.5957540e-20 -2.8324550e-20  8.3914880e-22
    40 : -3.6380190e-107 4.3410500e-108 8.1994610e-107
    41 :  9.7382370e-02  8.9403220e-02  9.4441440e-02
    42 :  1.1616700e-36 -2.3600030e-36 -2.8597920e-37
    43 :  7.7948160e-11 -7.3133270e-11 -3.7393510e-11
    44 : -1.1073270e-05  5.6749700e-06  2.3650800e-05
    45 :  1.0318010e-01  8.1651350e-02  1.0884550e-01
    46 : -1.3551210e-32  4.7461110e-32 -4.8504580e-33
    47 : -1.6680870e-35  2.7274230e-35 -1.5453380e-35
    48 :  2.8352580e-18 -1.1509310e-18  3.2245850e-19
    49 : -8.7683070e-02 -8.7949610e-02 -7.7947040e-02
    50 : -3.7396280e-13  5.6164010e-13 -4.4076360e-13
    51 : -3.2527000e-35  1.4301940e-34 -2.2076330e-35
    52 : -2.2341390e-02 -3.1876340e-02 -2.7115980e-02
    53 : -6.1980220e-81  3.5662480e-80 -4.8419270e-80
    54 :  3.7873190e-38 -3.8688290e-38 -1.9961490e-39
    55 :  3.0007940e-21 -6.2643680e-22  2.8280740e-21
    56 :  2.8855240e-44 -1.8413980e-43  3.1515100e-43
    57 : -1.2286300e-14 -8.6053960e-15  1.9989730e-15
    58 : -1.5743050e-11  1.1619910e-11 -2.7073540e-11
    59 :  6.1344470e-50  6.5924340e-50 -5.2929910e-50
    60 : -1.3416320e-31  2.7297410e-31  6.7708690e-32
    61 : -3.0327120e-35  1.2900290e-35 -1.1813220e-35
    62 : -2.7834300e-12 -1.7646880e-12  7.1899070e-12
    63 :  1.5662160e-07 -5.8448560e-09 -7.5989430e-07
    64 :  5.5563680e-08 -9.0958500e-08 -1.3563580e-07
    65 : -2.9276080e-72  1.3863810e-71 -5.4636980e-72
    66 :  6.2062210e-32  3.2701200e-31 -7.1794350e-32
    67 : -5.7580770e-02 -3.9784740e-02 -1.4324010e-01
    68 :  3.4100080e-19 -1.6752260e-19 -1.2903390e-19
    69 :  1.2552170e-14 -1.0438410e-14  1.4096310e-13
    70 :  5.0023300e-05  4.6031380e-05 -4.3113160e-06
    71 : -7.2317340e-02 -7.3208980e-02 -7.7632020e-02
    72 :  4.3603370e-49 -3.9544190e-49  2.1795010e-49
    73 :  1.3441930e-42 -9.3499170e-43 -5.3741660e-42
    74 :  5.0993640e-35 -1.3849970e-35 -2.2922710e-35
    75 : -2.0892930e-14  8.5145100e-14 -1.6652000e-14
    76 : -1.1150080e-01 -9.2124040e-02 -1.0173880e-01
    77 :  1.9275810e-34 -2.2715660e-36 -1.7083900e-34
    78 : -2.5793970e-30  1.0588590e-28 -4.7926240e-29
    79 : -1.4978170e-21 -6.7825140e-21  2.5930700e-22
    80 :  9.6857800e-88  6.6190710e-88 -1.3308690e-87
    81 : -1.1741770e-22  5.4921720e-23  5.3510880e-23
    82 :  6.8898010e-35  4.7979700e-34 -1.0547480e-33
    83 : -3.0998450e-24  1.0647010e-24  5.7000270e-25
    84 : -3.1612960e-42  1.3282020e-41 -4.9113600e-42
    85 : -3.5232140e-04  4.7628770e-04 -3.9824940e-04
    86 : -5.0198730e-09 -6.1436650e-09 -7.7309200e-11
    87 : -1.6341540e-48 -5.0914410e-48  2.8727100e-48
