Number of elements 23380
     0 :  5.3765970e-02  7.5780990e-02  5.4782540e-02
     1 : -7.0581800e-04 -9.8363140e-03  7.1478000e-03
     2 : -8.7269920e-60 -1.9247120e-59  5.1702320e-61
     3 : -5.1597600e-32 -7.9975210e-33 -2.0754570e-32
     4 : -1.4501500e-59  2.9548060e-60 -8.1794590e-60
     5 : -7.0648210e-32 -5.6734570e-32 -8.0114060e-33
     6 :  9.8674340e-03  1.1612520e-02  8.6600220e-03
     7 :  4.7394430e-03 -1.4841230e-03  3.9680870e-03
     8 :  1.2153740e-02  1.4017570e-02  2.1180130e-02
     9 : -3.9177190e-06 -2.0001070e-06  4.8258740e-06
    10 : -4.4399280e-02 -3.1826600e-02 -3.2650860e-02
    11 :  5.4342360e-02  4.0461810e-02  5.3388270e-02
    12 :  1.0398900e-02  8.3411290e-03 -1.6623410e-03
    13 : -2.4277970e-02 -2.7931680e-02 -2.5300430e-02
    14 : -1.5182990e-02 -8.6717150e-03 -2.4986170e-02
    15 : -2.2381380e-04 -1.6625990e-05 -1.2016170e-04
    16 : -1.7516920e-02 -1.6198080e-02 -1.7120760e-02
    17 : -1.7618010e-04 -1.8882010e-04 -5.0179720e-06
    18 : -4.8390430e-17  1.0146000e-16 -4.9822060e-17
    19 :  5.9360640e-02  5.3517710e-02  7.3893550e-02
    20 : -6.1490320e-04  1.6201940e-03 -1.8058880e-04
    21 :  9.4181840e-03  8.9455220e-03  1.0857910e-02
    22 :  3.4075750e-52  3.2172300e-52 -1.0254610e-51
    23 : -5.0053850e-03 -7.4309650e-03 -4.5413410e-03
    24 : -4.2368870e-39  2.7424510e-39 -6.3835660e-39
    25 : -2.4657330e-03 -7.9309650e-03 -8.4254690e-03
    26 :  8.6737020e-03  1.0702420e-02  1.0445980e-02
    27 :  1.4518990e-02 -1.0176770e-02 -2.5838760e-02
    28 :  6.5742510e-03  1.3669320e-02  9.0220440e-03
    29 :  8.9290100e-03  1.5103680e-02  1.5335210e-02
    30 :  1.0584900e-02  2.0403450e-02  1.7274730e-02
    31 : -5.0487460e-34  1.1520950e-33  5.2295020e-34
    32 :  2.0563500e-02  8.2716040e-02  7.7411920e-02
    33 :  2.9978860e-02  3.2493020e-02  2.6070680e-02
    34 :  6.8661140e-02  7.7624470e-02  5.4369290e-02
    35 :  3.3109400e-02  3.4773260e-02  3.3360950e-02
    36 :  3.5478730e-02  5.3154340e-02  5.1943650e-02
    37 :  1.3387290e-02  6.9162080e-03  1.3829950e-02
    38 :  3.3795990e-04  2.1425780e-05 -1.3674310e-03
    39 : -6.5085580e-03 -4.3706240e-03 -6.3076590e-03
    40 :  3.2123340e-49  8.1852160e-50 -4.4634850e-49
    41 :  6.4534990e-03  1.2777220e-02  1.0296960e-02
    42 : -1.5747980e-07  1.1114260e-07  2.8796440e-07
    43 : -3.4466090e-02 -2.8547560e-02 -2.8022310e-02
    44 :  2.6364810e-02  1.4045200e-02 -1.2059470e-03
    45 :  3.9411050e-02  2.1132470e-02  3.5135090e-02
    46 :  4.0901160e-02  3.8805400e-02  3.2304930e-02
    47 :  2.5348270e-02  2.2640150e-02  2.7287570e-02
    48 : -1.6142760e-02 -2.7332770e-03  3.1616540e-03
    49 :  1.6334640e-02  6.1990670e-03  6.6395560e-04
    50 : -2.4884860e-02 -1.3489150e-02 -2.2825770e-02
    51 :  3.5695850e-02  1.6486360e-02  4.0837580e-02
    52 : -3.9167070e-02 -4.0069150e-02 -4.6275580e-02
    53 : -1.3602680e-37  1.2561780e-36 -1.7355620e-36
    54 : -7.5536280e-05  1.6290060e-06 -1.1243310e-04
    55 : -1.2559470e-02 -1.3893440e-02 -1.2993900e-02
    56 :  1.5381690e-04 -8.2150470e-05  1.4276290e-04
    57 : -2.0146890e-02 -1.8978050e-02 -1.7765720e-02
    58 : -1.8277760e-02 -1.6799280e-02 -1.0913490e-02
    59 : -1.5705040e-05 -1.5063600e-05  4.4219320e-06
    60 : -1.6524870e-03  1.7098940e-03  3.6057970e-03
    61 : -4.6722770e-05  2.5393870e-05 -3.3533840e-05
    62 : -4.6110740e-03 -3.4319670e-03 -1.5321570e-03
    63 : -1.6551740e-02 -1.8811740e-02 -2.9963150e-02
    64 :  1.9326540e-03  9.2690500e-03  9.4094000e-03
    65 :  6.5762980e-33  3.2652590e-33 -4.7003220e-33
    66 :  2.0673900e-06 -4.2889160e-06 -2.5591800e-06
    67 :  6.0180030e-02  2.9820420e-02  8.3885380e-02
    68 : -1.0512370e-02  3.1942870e-02  3.9485450e-02
    69 : -2.3571190e-02 -1.9215380e-02 -2.9086360e-02
    70 : -2.8257230e-02 -2.3645780e-02 -1.3949500e-02
    71 : -9.5764010e-03 -1.1635010e-02 -5.5239680e-03
    72 : -2.7108840e-13  1.5603080e-12  1.9234660e-12
    73 : -4.4550720e-12 -1.2538730e-11 -1.1429760e-11
    74 :  9.2285600e-07 -1.5560850e-07  2.6389940e-07
    75 : -1.5740420e-02 -1.3801070e-02 -1.7008610e-02
    76 :  2.3582950e-02  7.9731200e-03  2.1775650e-02
    77 :  5.3574970e-02  4.2095720e-02  4.3434030e-02
    78 :  1.6128560e-04  6.9381800e-04  6.6431020e-04
    79 : -1.4068950e-02 -5.7607120e-03 -7.6154180e-03
    80 : -2.0691100e-30 -4.4916800e-31  2.3368020e-30
    81 : -1.4002710e-02 -1.4172080e-02 -1.3399750e-02
    82 :  3.2937480e-06 -2.9677930e-06 -3.9304680e-06
    83 : -3.2937620e-03 -1.6505470e-02 -1.1715110e-02
    84 :  5.6339010e-05  7.4390440e-05  7.1421280e-05
    85 : -1.7633120e-02  3.6332920e-02  2.1532290e-02
    86 : -4.7161700e-04 -8.2594230e-04  1.2632720e-04
    87 : -2.8646990e-08 -1.8492540e-08  1.3056350e-08
    88 :  4.2254020e-16  7.7987930e-17  3.9561600e-16
    89 : -2.0994810e-02 -1.6375580e-02 -2.1744450e-02
    90 :  1.8619280e-02  1.7897130e-02  1.7363780e-02
    91 : -3.9949940e-02 -3.9707740e-02 -3.2393840e-02
    92 :  8.8008680e-03  1.0152140e-02  9.1350430e-03
    93 : -1.1505320e-02  3.8379230e-02  5.4324060e-03
    94 : -1.0916610e-02 -8.4226100e-03 -4.0968060e-03
    95 :  8.2242250e-03  1.6515860e-02  6.5395830e-03
    96 :  4.1935490e-02 -1.9873100e-02  8.9186390e-03
    97 :  1.2303660e-02  6.1772470e-03  1.0188160e-02
    98 :  4.2718110e-02  3.4915320e-02  3.7361940e-02
