Number of elements 23380
     0 :  3.1716010e-02  2.7048360e-02  3.9975200e-02
     1 : -1.5633490e-02 -1.2112000e-02 -1.2900960e-02
     2 : -7.7482730e-52  3.4731720e-51 -3.6690860e-51
     3 : -6.9337170e-26 -8.6321010e-26  2.6247070e-26
     4 : -5.9846520e-52  4.2569230e-51  6.9362080e-51
     5 : -9.2254390e-26 -1.5311930e-25 -1.1802800e-25
     6 :  1.5758750e-02  2.0558360e-02  1.4870120e-02
     7 : -1.8643980e-03 -1.2799760e-02  2.1044700e-03
     8 : -2.6201810e-02  4.5206530e-02 -3.7418680e-02
     9 :  1.0715550e-03 -1.8168240e-03 -3.8844100e-03
    10 :  9.8523040e-03  9.4003510e-03  6.4554740e-03
    11 :  1.3410790e-04 -4.3501010e-03 -2.5922540e-03
    12 :  1.6740290e-02  1.4547590e-02 -2.1284590e-03
    13 : -2.8607350e-04 -2.6164620e-02 -2.0437880e-02
    14 : -2.8724570e-02 -2.8360580e-02 -3.1177590e-02
    15 :  4.4624410e-02  5.6899060e-02  3.8657610e-02
    16 : -9.0570460e-03 -7.2353380e-03 -1.1951510e-02
    17 :  4.2084620e-02  4.0145840e-02  8.2216720e-03
    18 :  1.1291050e-12 -5.2182470e-12  1.0898600e-12
    19 :  3.7216330e-02  3.8457300e-02  2.7320220e-02
    20 : -2.4679060e-03 -1.3911120e-03 -3.3114270e-03
    21 :  1.6364240e-02  1.5685790e-02  2.0350990e-02
    22 :  5.5123170e-45  1.4597630e-44 -4.4686590e-44
    23 :  7.4987200e-03  1.0198580e-02  5.6821720e-03
    24 : -2.0799860e-32  1.0533050e-32 -2.9950090e-32
    25 :  5.5534900e-03  1.5046250e-02  1.3091490e-02
    26 :  7.1085050e-03  1.2045560e-02  1.2860090e-02
    27 :  1.3826570e-02  4.7298190e-03  6.3564180e-03
    28 :  6.9968170e-02  6.0024050e-02  5.9660100e-02
    29 : -3.7454530e-02 -3.4854630e-02 -4.0168360e-02
    30 : -1.3744520e-02 -1.2234300e-02 -1.4074330e-02
    31 : -1.0939160e-27  2.5119660e-27  1.0692930e-27
    32 : -6.9467060e-03  1.3657920e-02  1.1888430e-02
    33 :  2.1379130e-02  1.7910490e-02  1.4400720e-02
    34 : -5.3608360e-03 -1.5657660e-03  1.6462360e-03
    35 : -4.1508540e-03 -1.7251110e-03 -2.1857820e-03
    36 : -4.5012080e-03 -1.5604440e-02 -1.0992120e-02
    37 :  2.6112780e-02  2.1087530e-02  2.7492020e-02
    38 :  8.3792000e-03  5.1387190e-03  5.0984910e-03
    39 : -4.9658210e-03 -4.7458600e-03 -6.3173220e-03
    40 :  1.7244040e-41 -1.6981560e-41 -4.4542980e-41
    41 : -2.3378280e-02 -2.8567840e-02 -2.6126840e-02
    42 : -1.9052100e-04  1.1840700e-04  2.7027700e-04
    43 :  9.2437490e-03  1.2129870e-02  1.2586990e-02
    44 :  2.1911000e-02  1.7147820e-02  1.3640920e-02
    45 :  3.0305430e-02  3.1252070e-02  2.5361060e-02
    46 :  6.3362680e-03  1.4804210e-02  2.0706330e-02
    47 : -7.9868940e-04 -3.2762420e-03  2.4489190e-04
    48 : -2.7710950e-02 -2.1021570e-02 -1.6345070e-02
    49 : -6.4151330e-02 -6.4161520e-02 -5.5534240e-02
    50 : -3.5207880e-02 -4.8113350e-02 -3.7169370e-02
    51 :  1.2664120e-02  1.4104520e-02  2.9001380e-02
    52 :  1.8214370e-03  2.3688770e-02  2.3168280e-02
    53 :  2.3576430e-30 -1.0848340e-29  1.4549610e-29
    54 :  1.3307180e-01  1.1525770e-01  1.2542970e-01
    55 : -4.2126530e-03 -4.0529880e-03 -3.7243010e-03
    56 :  1.7454930e-02 -8.5026780e-03  3.4621470e-02
