Number of elements 23380
     0 : -8.2747230e-12  1.9739420e-11 -4.8566400e-12
     1 : -2.1603170e-08 -8.9522810e-09 -9.3041200e-09
     2 :  5.1997690e-83  3.5905910e-82 -3.7633890e-82
     3 : -5.6370480e-49  2.3498660e-48 -1.3933670e-48
     4 : -3.8963830e-83  9.9368460e-82  1.3476270e-81
     5 : -9.3829370e-49  5.8732520e-48  4.2134990e-48
     6 :  6.6432390e-06  1.8020210e-05  1.0735300e-06
     7 :  7.5707650e-13 -7.3979400e-14  4.5173880e-13
     8 :  1.5664660e-12 -7.5040740e-12 -4.8378060e-12
     9 : -6.0886880e-15 -2.0872560e-15  1.2723300e-14
    10 : -8.6873750e-03 -9.4686000e-03 -1.7666860e-03
    11 : -4.0047440e-10  1.9948130e-10 -1.9342280e-10
    12 :  2.5341210e-06  1.3261560e-07 -3.4246470e-06
    13 :  2.3661310e-07 -2.2070170e-08  3.0313250e-08
    14 :  1.2357970e-02  1.5597500e-02 -5.3462470e-03
    15 : -1.1973230e-12  3.3459370e-12  3.7686010e-12
    16 : -2.6617210e-03 -2.6152590e-03 -4.0100460e-03
    17 : -5.8112960e-13  1.4291730e-12 -6.9563100e-13
    18 : -3.7590450e-30 -3.0047930e-29  1.2118840e-30
    19 :  2.3792160e-11 -4.5495980e-12  2.0872450e-11
    20 : -7.8324900e-04  6.0884990e-04 -6.4969270e-04
    21 :  1.0099180e-05  4.2006930e-06  1.3759050e-05
    22 : -1.5516580e-73  7.1091970e-73 -2.0420040e-72
    23 :  2.7754640e-02  3.1938410e-02 -6.1042980e-03
    24 :  2.6746600e-57 -3.9545120e-57  4.7635910e-57
    25 :  8.8423650e-02  5.7107020e-02  3.8740830e-02
    26 :  5.0816320e-02  5.3498130e-02  5.3751190e-02
    27 :  1.1881390e-01 -2.6109620e-03  2.2749490e-02
    28 : -1.3341270e-01 -1.5412700e-01 -1.5430250e-01
    29 : -1.0271790e-08 -7.2180100e-09  3.3153530e-08
    30 : -3.2131880e-03  5.2212290e-03  8.0570460e-03
    31 :  3.4956030e-51 -5.0613000e-51  5.2273890e-51
    32 :  1.8873500e-08 -4.7187150e-08 -2.3565130e-08
    33 : -6.4148980e-04  5.6121300e-03 -8.5786270e-03
    34 :  2.1922270e-11  4.1775660e-11 -4.7246500e-11
    35 :  4.2746870e-02  4.2310780e-02  5.3440320e-02
    36 : -2.5424420e-10  2.8331730e-11 -7.3128550e-11
    37 :  3.6433410e-06  3.8314750e-07  2.8181010e-06
    38 :  3.3300840e-03  2.2700800e-03  3.0287270e-03
    39 :  1.3995580e-02  2.1996900e-02  9.9837660e-03
    40 :  1.7689660e-69 -1.0268680e-69 -3.6640080e-69
    41 : -3.4148960e-02 -4.6519570e-02 -3.3399160e-02
    42 : -8.0966940e-20  1.9399120e-17 -5.5611850e-18
    43 : -8.4903690e-03 -6.0244510e-03 -6.3452820e-03
    44 : -9.1165190e-03 -6.4526660e-03 -1.2151640e-02
    45 : -2.1722750e-02 -2.5160610e-02 -2.8936750e-02
    46 :  1.8720040e-07  7.0559800e-08 -4.0793820e-07
    47 : -3.7286270e-10 -1.0615950e-09  6.6452230e-11
    48 : -6.2375950e-06 -5.4938700e-07 -5.2829410e-06
    49 : -7.2204920e-02 -5.1683080e-02 -4.9169030e-02
    50 : -1.1966490e-02  4.0100160e-03 -1.0066880e-02
    51 : -5.7427860e-11  4.6257800e-11 -8.9689230e-11
    52 :  3.1987020e-03  3.5449070e-02  2.0574230e-02
    53 :  1.0128530e-53 -4.4637350e-53  5.0019430e-53
    54 : -1.3781110e-16  4.0595270e-18  3.9457760e-17
    55 : -8.1693760e-04 -4.3415000e-03 -1.5610890e-03
    56 :  9.5817270e-17 -3.2522940e-16  5.8723680e-16
    57 : -3.1006480e-03 -2.1993190e-03  6.2160450e-04
    58 :  7.5084060e-03  9.6609050e-03  1.7340490e-02
    59 :  1.3573880e-19  1.1475620e-19 -8.1944530e-20
    60 : -9.8035340e-13  7.9213540e-13  2.6105190e-12
    61 : -1.2109240e-15  8.9756920e-16 -5.0385220e-16
    62 :  3.9725760e-03  3.3799700e-03  4.0696810e-03
    63 : -2.3850170e-02 -1.6434970e-02 -1.3833410e-02
    64 : -6.1149180e-03 -2.0607640e-02 -2.6332250e-02
    65 : -8.5141580e-48  3.9587130e-47 -1.3322210e-47
    66 :  1.1578460e-14 -7.0673200e-16 -6.0935990e-15
    67 : -7.7864590e-02 -1.0133810e-01 -1.2803260e-01
    68 : -4.6004790e-09  4.5802190e-07  3.5304000e-07
    69 :  2.9181040e-03  3.1701350e-03 -2.0322150e-03
    70 : -6.9808860e-03 -7.3480850e-03 -5.5993930e-03
    71 : -1.7238350e-02 -2.1606820e-02 -2.6210380e-02
    72 : -7.1447530e-26 -3.7933490e-26  8.3977990e-26
    73 : -8.5484490e-23 -1.8007500e-25  1.9852620e-22
    74 : -2.0185450e-16  4.6765250e-17  1.4131380e-17
    75 : -3.4202220e-03 -3.4150000e-04 -3.6657330e-03
    76 : -7.4479200e-02 -5.1079260e-02 -7.5578900e-02
    77 : -3.9527630e-12 -3.6070590e-12 -2.5897710e-12
    78 : -3.6452320e-12  5.4266640e-12  7.2030200e-12
    79 :  9.0885460e-07 -3.6529110e-06 -4.4248430e-06
    80 :  2.6191010e-51  5.0037390e-52 -1.8569800e-51
    81 : -4.4189040e-03 -3.6397000e-03 -2.9334880e-03
    82 : -4.2116740e-14 -8.8945160e-14  2.3706820e-13
    83 :  1.2026900e-07  2.9725100e-07  2.6789670e-07
    84 : -2.7361710e-16  9.3897930e-16 -3.3444950e-16
    85 : -1.9911230e-02  3.1485590e-03 -1.9010780e-03
    86 :  1.9596600e-03  1.7609910e-03  2.1327430e-03
    87 :  3.3028840e-21  7.9904670e-21 -3.9128200e-21
    88 : -1.7020950e-28 -8.2425280e-29 -2.9512130e-28
    89 :  1.2673170e-02  1.3013370e-02  1.1917440e-02
    90 : -1.7302470e-02 -1.9469670e-02 -1.8653600e-02
    91 :  1.2244260e-03 -1.7670440e-03  3.8329810e-03
    92 : -1.3784760e-07 -1.8508470e-08 -1.1309070e-07
    93 :  5.1895190e-11  5.6616330e-11  6.8666600e-11
    94 :  2.1584770e-03  1.8200140e-02 -4.2170280e-03
    95 :  1.4814850e-02  3.5924150e-02  1.8698930e-02
    96 :  2.6095110e-07  7.1317810e-07  8.0653610e-07
    97 :  7.5129720e-02  6.4894380e-02  6.9820170e-02
    98 :  4.4049630e-07  3.7660460e-06 -1.2448870e-06
    99 :  1.7018820e-20 -3.7546690e-20  2.1105390e-20
   100 :  3.3707190e-46 -1.9774310e-46  4.6838290e-47
   101 : -2.9022150e-03 -2.0768950e-03 -3.6444020e-03
   102 :  2.8332710e-23  1.2750580e-24 -1.0970040e-23
   103 : -8.4848450e-14 -8.0153780e-14 -7.2974660e-14
   104 : -4.0043170e-03 -2.4310430e-04  2.4717620e-03
   105 : -8.6930780e-30 -2.2807070e-30  1.2299850e-29
   106 : -6.3879970e-68  5.9275780e-68 -8.8021550e-68
   107 :  3.0387300e-06  1.3128800e-06  4.1460190e-06
   108 :  5.5345020e-78 -2.1524550e-76  4.7501940e-76
   109 : -1.5514400e-02 -1.3351800e-02 -1.5443320e-02
   110 : -3.2779030e-46 -5.4216090e-45  1.3457540e-45
   111 : -2.5319680e-03 -6.2815900e-03 -6.1518850e-03
   112 : -8.4546060e-02 -1.0329040e-01 -9.1441020e-02
   113 :  1.0366080e-01  5.4911920e-02  1.2380070e-02
   114 :  5.7648000e-67 -3.9588550e-68 -1.0419230e-67
   115 :  1.4432670e-02  3.9319850e-02  5.6831710e-02
   116 : -3.5486940e-05 -1.7140300e-04 -1.2001540e-04
   117 :  3.3653960e-64  1.3143610e-63 -4.9775110e-64
   118 : -1.8115400e-72  3.0261180e-72  1.7817210e-73
   119 :  3.2356870e-22  1.9190420e-22 -6.8131530e-22
   120 :  4.7125900e-13  7.3394850e-13  2.0542380e-13
   121 :  4.8731970e-69 -3.6920460e-69  2.4755380e-69
   122 :  3.9953880e-02  2.5129460e-02  3.9776940e-02
   123 :  4.3447130e-76 -2.1961760e-75  1.0902450e-75
   124 :  1.3354120e-63 -6.2341530e-64  1.8126750e-63
   125 : -1.4206020e-02 -1.3450540e-02 -1.1554770e-02
   126 :  3.4456300e-02  3.1471480e-02  3.4703860e-02
   127 : -2.1794230e-10 -2.2950220e-10  8.3396190e-11
   128 : -2.2230020e-03 -1.5121810e-02 -7.3241920e-03
   129 : -8.9626230e-04  9.8662470e-03 -4.4727290e-04
   130 : -4.1215410e-51  1.3103980e-51  1.9603160e-52
   131 : -2.4209590e-83  1.6244860e-83 -1.5072280e-83
   132 : -5.4553260e-27 -6.6603350e-27  2.3408250e-26
   133 : -2.1594350e-02 -3.5082100e-02 -2.6363630e-02
   134 : -1.9614470e-26  1.2717300e-26  1.5933220e-26
   135 : -7.9506350e-03 -1.4793210e-02 -6.1228440e-03
   136 : -1.2284910e-02 -3.4572270e-03 -4.8674740e-02
   137 : -1.1935800e-03 -4.3402040e-04 -6.2287820e-04
   138 :  3.9783840e-04  4.1194650e-04  5.2688990e-04
   139 :  5.8289310e-52 -7.9495790e-53 -2.1076500e-52
   140 : -2.3346290e-09 -6.1673640e-11 -6.4999250e-10
   141 :  4.7225140e-02  5.9761610e-02  6.5570360e-02
   142 :  5.2984150e-76 -4.8740550e-76  3.6761540e-77
   143 :  1.5134190e-02  1.4739460e-02  7.1161610e-03
   144 :  6.3875610e-71 -2.7485590e-70  6.2704520e-70
   145 :  3.4504040e-03  1.3304050e-02  1.0663700e-02
   146 :  6.9355740e-05  1.1103310e-04 -4.7898000e-06
   147 : -3.8119810e-87  4.5992030e-87  8.3894990e-88
   148 :  5.3146550e-33 -1.1436800e-32  3.1018620e-33
   149 :  8.7540810e-42  5.8627950e-42 -3.5778970e-42
   150 : -2.6362990e-12 -8.2436040e-12  4.8347100e-12
   151 : -1.7394610e-10  3.9906860e-11  5.0307980e-11
   152 : -7.3819790e-04 -8.4081900e-04  4.0574600e-04
   153 :  1.1139910e-32 -5.9570990e-33 -3.2761600e-33
   154 :  4.5357350e-29  6.8835080e-29 -1.9281510e-28
   155 : -1.0110850e-03 -2.9230550e-03 -2.3759790e-03
   156 :  8.7924000e-02  8.8985920e-02  8.2332950e-02
   157 : -1.8524490e-02 -1.1693050e-02 -1.4831970e-02
   158 :  7.7051500e-02  4.5509030e-02  1.4447250e-01
   159 : -1.7499740e-47  4.5959790e-47 -2.0924230e-47
   160 :  6.4987570e-10  5.4942980e-09  5.3081000e-09
   161 : -2.6066610e-02 -2.8566180e-02 -2.0976840e-02
   162 : -3.8646110e-06 -3.5981320e-06  7.1105700e-06
   163 : -9.1505480e-61  8.5520680e-60 -1.6919170e-59
   164 : -6.0384920e-10 -6.1464260e-10  9.8563210e-11
   165 : -1.4789190e-25 -5.7784210e-25  2.5024710e-25
   166 :  3.4624270e-05 -6.1489690e-05 -4.0411730e-05
   167 : -8.8926050e-05 -9.6836160e-05  2.4161790e-05
   168 :  5.6362140e-02  6.2190630e-02  5.6368050e-02
   169 : -6.7386630e-69  9.1850480e-69  4.5824410e-69
   170 : -5.2800860e-13 -4.2771700e-13  3.0494170e-13
   171 :  1.1799040e-02 -6.9651070e-04  1.1436500e-02
   172 :  6.0090770e-02  4.9967520e-02  4.8371580e-02
   173 : -2.9441070e-11 -3.8323620e-11 -2.4460310e-11
   174 : -1.2537390e-02  2.1308200e-02  1.4937520e-02
   175 : -5.4047640e-19  3.5823410e-19  4.5283650e-19
   176 :  1.8907560e-56 -5.7346630e-56  1.9596640e-56
   177 :  5.6692180e-02  5.4459810e-02  5.7591600e-02
   178 : -1.2575090e-04 -2.4469430e-04 -1.5654710e-04
   179 : -4.2465340e-10  2.3520730e-10  2.4843650e-10
   180 : -4.0058110e-03 -3.7735240e-03 -2.6947180e-03
   181 : -9.8968060e-23  2.5112350e-23 -7.9363240e-23
   182 :  1.6301270e-03  1.2020230e-03  2.1441690e-03
   183 : -7.1180000e-08  3.0813340e-09 -4.9189120e-08
   184 :  3.3626040e-12 -1.9249710e-11  4.7053400e-12
