Number of elements 23380
     0 :  8.3953100e-02  7.6446150e-02  8.4479350e-02
     1 : -1.2404320e-02 -7.5622610e-03 -1.2859220e-02
     2 :  1.7906830e-58  4.4198410e-58 -4.2560110e-59
     3 :  4.5228790e-31  2.5425830e-31  1.1717290e-31
     4 :  2.9032090e-58  3.5529500e-59  2.7514730e-58
     5 :  5.8568000e-31  1.0890470e-30  4.1368620e-31
     6 :  1.4768380e-02  6.1772220e-03  1.5335850e-02
     7 :  2.9972210e-02  1.8673720e-02  3.3817790e-02
     8 :  4.7413590e-02  2.5699030e-02  5.5546820e-02
     9 : -3.6010930e-06  1.8272020e-05  2.6263610e-05
    10 : -3.9379600e-02 -2.2565190e-02 -1.7867790e-02
    11 :  1.8995310e-02  3.7288080e-03  1.6741970e-02
    12 :  1.5494760e-02  1.5954880e-02  1.4519440e-02
    13 : -6.1453910e-03 -2.2948530e-02 -1.0200210e-02
    14 :  1.6338120e-02  1.8975810e-02  9.2144060e-03
    15 :  3.8328500e-05  9.6797020e-04  5.8871070e-04
    16 : -7.5273580e-03 -7.5520610e-03 -6.3403440e-03
    17 : -4.5509550e-05  3.9141380e-04 -2.8371440e-04
    18 :  3.1870680e-16  1.1320860e-17  3.1861220e-16
    19 :  7.5841260e-02  8.3422310e-02  7.6138400e-02
    20 : -4.7474810e-03 -3.3054910e-03 -4.4052880e-03
    21 :  5.9637100e-03  1.5452580e-02  5.3511250e-03
    22 : -5.9673160e-51 -3.9801010e-51  1.3097240e-50
    23 :  4.6429610e-03  4.9806720e-04  8.1430410e-03
    24 :  4.8919050e-38 -3.6478710e-38  7.4896920e-38
    25 : -7.2407830e-03 -4.7436040e-03 -8.8514510e-04
    26 :  9.3156760e-03  8.0965790e-03  7.7767830e-03
    27 : -1.0433280e-02 -1.1497640e-02 -2.2869860e-02
    28 :  2.9118400e-02  3.1611040e-02  1.5826510e-02
    29 : -1.0343260e-02 -2.7687210e-03 -1.5057560e-02
    30 : -1.2970650e-02 -5.2669540e-03 -3.8820110e-03
    31 :  5.4484840e-33 -1.0912580e-32 -3.6377840e-33
    32 :  5.9192300e-02  6.2553200e-02  7.4618980e-02
    33 : -6.8110260e-03  1.1319600e-03 -1.1294740e-02
    34 :  2.7927950e-02  3.5667800e-02  2.6177740e-02
    35 :  2.5026600e-02  2.4966800e-02  2.9676510e-02
    36 :  2.9232990e-02  2.6396500e-02  2.4732920e-02
    37 :  8.7896810e-03  1.2450150e-02  1.0216350e-02
    38 : -1.3480210e-03 -2.7618050e-03 -3.0075100e-03
    39 :  1.3806210e-02  1.5693700e-02  1.4023650e-02
    40 : -4.0160420e-48 -2.5831220e-48  4.2428100e-48
    41 : -5.1551720e-03  1.3837380e-04  9.3027200e-04
    42 :  2.6060810e-07  4.3567110e-07 -5.5848150e-08
    43 : -4.3892230e-02 -4.2089740e-02 -4.2776600e-02
    44 :  4.6474050e-02  3.1021250e-02  2.0889090e-02
    45 :  4.2184060e-02  2.1840490e-02  4.2291910e-02
    46 :  5.4039540e-02  3.8995340e-02  3.0994380e-02
    47 :  1.6821120e-02  1.7915300e-02  1.5398710e-02
    48 :  1.2338180e-03 -8.9187190e-03 -1.1861750e-02
    49 :  4.6770680e-02  4.3672340e-02  3.2138340e-02
    50 : -6.6532210e-03  1.9943720e-03 -2.2608450e-03
    51 :  4.7876670e-02  3.5593650e-02  5.3644310e-02
    52 : -1.6153700e-02  1.8366290e-02  3.1473170e-03
    53 :  9.5223410e-37 -1.3263090e-36  5.9038920e-38
    54 :  1.3898760e-04  8.8749750e-04  2.2395890e-04
    55 :  4.4245080e-03  7.3422520e-04  2.0006800e-03
    56 :  5.2486860e-04  4.9149360e-05 -1.9036960e-04
    57 : -1.2561940e-02 -1.4053010e-02 -1.4567210e-02
    58 : -2.5194140e-02 -2.3478850e-02 -1.7732790e-02
    59 :  5.7512930e-05  6.6395510e-05 -3.5701950e-05
    60 : -5.6019300e-05  1.0211440e-02  1.3013230e-02
    61 : -2.7211570e-05 -6.6946740e-05 -4.9684250e-05
    62 : -2.5048570e-03 -2.2627020e-03 -1.6420490e-03
    63 : -3.0662660e-02 -3.4758500e-02 -3.9932840e-02
    64 :  1.5529740e-02  1.1093180e-02  1.0039710e-02
    65 :  1.4554930e-31 -5.0339240e-32 -3.3402600e-32
    66 :  2.3813360e-05  8.6328070e-06 -3.8952410e-06
    67 :  2.8038850e-02  3.2988740e-02  6.2388160e-02
    68 : -2.3532440e-02 -1.1948060e-02 -7.8860270e-03
    69 : -3.2699850e-02 -2.9654480e-02 -1.9697840e-02
    70 : -2.2176500e-02 -2.2869820e-02 -3.7368530e-02
    71 :  3.9820890e-02  2.5896780e-02  4.2005820e-02
    72 :  4.2828280e-12 -5.1923200e-12 -1.2951970e-11
    73 : -4.5430090e-12  3.3816880e-11  9.0450920e-11
    74 : -3.7094350e-06  1.2817060e-06  9.0145620e-07
    75 : -7.1470250e-03 -6.0726510e-03 -6.4768270e-03
    76 :  7.5985030e-02  5.5151550e-02  6.0828470e-02
    77 :  8.1638790e-02  7.8116890e-02  8.4446020e-02
    78 :  1.4631620e-03 -2.0111810e-03 -2.6951450e-03
    79 : -1.1770480e-02 -7.8117460e-03 -8.2803110e-03
    80 :  2.5053020e-29  6.3396700e-30 -2.9949600e-29
    81 : -3.7419390e-03 -5.5550770e-03 -7.0590890e-03
    82 : -3.3853330e-05 -1.3932050e-05  7.1574940e-05
    83 :  1.5442410e-02  1.2635180e-02  9.5108070e-03
    84 :  6.6800350e-05 -3.1201470e-04 -3.4420850e-05
    85 :  3.5155970e-02  4.7743100e-02  5.0059770e-02
    86 : -2.4929520e-03 -3.1686710e-03 -2.8390220e-03
    87 : -2.9315960e-09 -2.2139250e-08 -3.3211320e-08
    88 : -4.4878280e-15  1.4585140e-15 -3.7471780e-15
    89 : -1.1713470e-02 -1.3558000e-02 -1.3674840e-02
    90 :  5.8227710e-03  4.1462830e-03  5.5161790e-03
    91 : -1.2483530e-03 -8.9221700e-04  6.5984700e-03
    92 :  4.0300170e-03 -9.0122850e-03 -3.7359960e-03
    93 :  3.6831440e-02  1.0414550e-01  6.2098840e-02
    94 : -1.9506050e-02 -1.7188090e-02 -2.4944100e-02
    95 :  1.7151560e-02  1.5148850e-02  1.3637230e-02
    96 :  3.0326980e-03 -1.8687380e-02 -1.3314040e-02
    97 :  1.1826980e-02  1.5438080e-02  1.2148190e-02
    98 :  3.8495870e-02  2.6086680e-02  3.9455590e-02
    99 :  6.9225300e-05  5.3010670e-05 -5.7865590e-05
   100 : -2.4598530e-25  8.4054920e-25 -3.9706850e-25
   101 :  1.6180290e-02  2.6863350e-02  1.6060290e-02
   102 : -3.3166590e-12  1.0822930e-12 -1.2127140e-11
   103 :  4.7602140e-03  4.5411170e-03  7.5154790e-03
   104 : -1.2754730e-02 -1.2415350e-02 -1.0373170e-02
   105 :  1.2457890e-16  1.8357430e-17 -5.9013090e-17
   106 : -3.2867030e-46  5.3572820e-47  2.3874560e-47
   107 : -7.1582480e-03 -3.6899520e-03 -8.4887300e-03
   108 :  2.9545780e-55 -7.1738850e-56 -1.3194630e-55
   109 : -8.5210810e-03 -6.7750910e-03 -7.3545320e-03
   110 : -9.9889930e-28 -1.1088940e-26 -1.0468490e-28
   111 : -3.9535420e-02 -4.2737160e-02 -4.2202190e-02
   112 : -5.8402300e-03  2.0684000e-02  1.2420690e-02
   113 : -5.2047980e-03  4.3119100e-03 -1.2712540e-02
   114 : -3.9427510e-46  1.4796840e-46  1.7626090e-46
