Number of elements 23380
     0 : -2.5296710e-41  9.6721900e-41 -2.9383400e-41
     1 : -5.1698340e-36  4.2448460e-35 -5.6465870e-35
     2 : 2.1869080e-146 -1.7111270e-145 1.1632570e-145
     3 :  4.5420960e-89 -1.0483870e-88 -4.4744330e-89
     4 : 4.5916470e-145 5.5269450e-147 -1.3619630e-144
     5 : -1.1063620e-89  5.1354310e-90  2.9680080e-89
     6 :  1.8916640e-25 -2.3574060e-24 -7.3201270e-25
     7 :  3.6291720e-44 -1.3275960e-44 -2.2391550e-44
     8 : -4.3592060e-45  8.8348750e-45  1.0677720e-45
     9 :  2.0347220e-38 -3.3177620e-38 -2.4057860e-38
    10 :  6.3092620e-11 -7.9581920e-13 -1.7502610e-10
    11 : -4.0644630e-39 -1.2447540e-37 -4.3951350e-38
    12 : -9.2150610e-26  2.0709030e-25  8.3379830e-26
    13 : -2.1502480e-31  1.0995610e-31  1.3984010e-32
    14 : -7.0681780e-18 -2.8974140e-18  3.0596220e-18
    15 :  2.4531680e-34 -3.7457870e-34 -3.9332360e-34
    16 : -4.6607640e-21 -1.7539470e-19 -5.9634970e-19
    17 :  5.3881550e-35 -1.2109920e-34  2.6331340e-35
    18 :  3.7468590e-61 -3.6084750e-61 -8.0546210e-62
    19 :  8.3411080e-41 -3.2534480e-41  9.5159000e-41
    20 : -1.1847840e-12  4.2537150e-13 -1.1347530e-12
    21 :  1.1625260e-23 -4.2775690e-24 -5.2552640e-24
    22 : -4.1107590e-129 -2.9276680e-129 1.0271340e-128
    23 : -7.9598380e-12  5.4047770e-12 -1.9579030e-11
    24 : -2.5529260e-105 2.8648880e-105 -3.9078200e-105
    25 : -6.9321550e-13  1.3428680e-12  3.2807530e-12
    26 : -2.6545090e-26 -9.5501370e-26 -4.5341060e-26
    27 :  5.0152090e-18 -1.4030480e-17  6.5299170e-18
    28 : -6.6037270e-02 -7.8712580e-02 -7.5484500e-02
    29 : -1.7557650e-31 -1.6922260e-31 -8.7001710e-32
    30 : -5.1849110e-14  1.6210260e-14  3.5521980e-15
    31 : -4.7669040e-96 -8.7294860e-96  2.4092760e-95
    32 :  4.9453230e-26 -8.7259830e-26 -3.3607980e-26
    33 : -1.0631790e-16  1.4833210e-17 -2.6936550e-16
    34 : -5.0647690e-45  1.3438650e-44 -6.2938190e-44
    35 :  4.6621220e-17 -1.5496530e-18 -1.3685680e-17
    36 :  7.9322660e-43 -2.5823890e-43 -8.2819110e-44
    37 : -2.2928570e-34  6.7426410e-34 -1.3815850e-33
    38 : -3.3454370e-16 -3.9718110e-15 -4.7134160e-15
    39 :  1.0493800e-28  2.5204280e-28 -6.6916210e-29
    40 : -5.4812000e-125 -1.2461530e-125 1.3726320e-124
    41 : -6.7131180e-03 -6.3941190e-03 -7.9749970e-03
    42 :  1.0670560e-43 -1.2184950e-42  8.1424780e-43
    43 :  2.6742360e-16 -4.0800910e-17  7.4068950e-17
    44 :  7.3919180e-08  4.5619120e-08 -6.0172490e-08
    45 :  4.1605980e-02  6.8217460e-02  2.9077050e-02
    46 :  5.1234620e-41 -2.0025360e-40  1.0175470e-40
    47 : -4.8783300e-45 -8.5056200e-45  3.4996240e-45
    48 :  2.6663990e-23 -3.7064030e-25  2.5189360e-23
    49 :  4.8751640e-02 -1.5325420e-02 -2.0151000e-03
    50 :  1.6678820e-17  1.2691150e-16 -2.7333600e-17
    51 :  3.6031560e-44 -2.1137970e-43  6.0632190e-43
    52 : -7.1181630e-02 -4.1746420e-02 -4.7470620e-02
    53 : -1.7116780e-89  1.4944260e-89 -1.2215000e-90
    54 :  5.3675890e-45 -2.1769440e-45 -1.3455170e-45
    55 : -1.7873780e-29  1.1175360e-29 -1.9980950e-29
    56 :  1.4145130e-53  3.7956340e-53 -9.2475450e-53
    57 : -3.3161230e-19 -1.7586140e-19  7.0489160e-20
    58 :  4.6120270e-17  7.7425480e-17 -4.1411800e-17
    59 :  3.9505460e-61  4.8740220e-61 -3.5126660e-61
    60 :  4.9745320e-39 -2.3296280e-39 -2.2855380e-38
    61 : -3.1710860e-42  1.4548430e-42 -8.9584910e-43
    62 : -5.2523220e-17 -4.5733400e-18  4.1719020e-17
    63 : -4.2681990e-10 -5.3656980e-10  1.1432850e-09
    64 : -9.2528530e-11  7.9253190e-11  1.7114300e-10
    65 :  3.7940300e-80 -8.7848710e-80  2.4874720e-80
    66 : -1.4132790e-37 -1.8063450e-37  1.1309960e-37
    67 : -4.0425000e-03  2.2717920e-04  7.9628170e-02
    68 :  1.2935640e-24  1.2364240e-24 -1.0284730e-24
    69 : -6.2838020e-18  1.7173650e-18 -2.8615690e-18
    70 : -1.8096500e-07 -1.4015760e-07 -5.4354140e-08
    71 : -8.8238940e-02 -5.4396420e-02 -9.1466230e-02
    72 :  2.0638460e-57 -2.0419390e-57 -4.9198740e-57
    73 : -5.3196750e-50 -2.7859490e-50  2.4218510e-49
    74 : -4.4615070e-41  2.8333880e-42  3.6091440e-41
    75 : -9.3065640e-19  6.7490300e-18 -4.8888010e-19
    76 : -2.9698850e-02 -6.3248500e-02  3.0865280e-02
    77 : -1.2240880e-41 -4.5643040e-42  3.1842490e-42
    78 :  7.0590260e-35  3.7480000e-35 -1.8098440e-34
    79 :  7.7864740e-27 -1.6491470e-26 -3.1290760e-26
    80 : -7.3356190e-99 -1.9115190e-99  9.8633380e-99
    81 : -3.3487040e-31 -1.0700010e-31 -4.8755180e-32
    82 :  2.0997100e-41 -1.1204680e-41  9.4962540e-42
    83 :  1.6722480e-30 -3.1112350e-31 -1.6117200e-31
    84 :  1.2529650e-50 -1.9290070e-50  3.8591700e-51
    85 :  1.1138920e-06 -3.8985540e-06 -3.2949510e-06
    86 : -3.5818690e-13 -4.4667600e-13  1.2759600e-13
    87 : -6.3835620e-59 -2.0291280e-58  8.9988920e-59
    88 : -5.4224140e-58 -1.9359450e-57  5.2038280e-57
    89 :  1.9126630e-14  1.2824750e-14  2.7631040e-14
    90 : -7.0348150e-06 -4.3721920e-06 -4.7026020e-06
    91 :  2.3480020e-10 -2.9906070e-12 -3.3575840e-10
    92 :  2.5970390e-30  1.1080880e-30  4.8795360e-30
    93 : -1.2058790e-31  2.2500330e-30 -9.0407740e-31
    94 : -9.3442970e-14 -1.4344140e-13  4.4318390e-13
    95 :  1.0683710e-21 -7.2543800e-21  6.3521140e-21
    96 :  8.0243340e-25 -6.8910400e-24 -4.0496820e-25
    97 :  2.1388230e-27 -8.1379310e-29  3.4429090e-27
    98 : -1.5772340e-31  2.3971830e-31 -1.0172480e-32
    99 :  1.2051730e-61 -7.3912280e-61  2.6604970e-61
   100 : -9.6630240e-93  1.3650250e-92  1.8623530e-93
   101 : -1.3954990e-08  6.4304650e-08 -2.2481030e-08
   102 :  2.5318560e-49  1.4568540e-49 -6.3158750e-49
   103 : -3.8238030e-49  9.9332830e-49  1.0865380e-48
   104 :  1.1557700e-09 -2.3939270e-10  1.4823030e-10
   105 :  1.2474260e-61 -2.2100950e-60  6.8340370e-60
   106 : 1.3161170e-120 -7.2262380e-121 3.0094550e-121
   107 :  3.5151430e-26  5.1345120e-28  2.2777030e-26
   108 : 4.0118870e-120 4.9178970e-121 -5.5957070e-120
   109 :  2.8795870e-14  1.2377650e-14  1.6533090e-14
   110 : -3.6162050e-86  1.1125370e-86  9.5780540e-87
   111 : -2.3777300e-17  2.5763460e-17 -3.0176490e-17
   112 :  5.1190140e-02  4.7208980e-02  5.3885930e-02
   113 :  2.7443630e-19  9.2009890e-20  2.6194670e-19
   114 : -1.3624530e-119 2.0409490e-119 -3.1752020e-119
