Number of elements 23380
     0 : -4.4170440e-87  5.1750700e-86 -3.0988150e-86
     1 : -1.1781940e-72  2.3694380e-72 -7.4023940e-74
     2 : 8.0347970e-265 -6.5947100e-265 -4.3272900e-266
     3 : 2.9009750e-172 -4.7329090e-172 -1.1857830e-172
     4 : 6.3222800e-263 -6.8917910e-263 -6.1147660e-263
     5 : 3.0685440e-172 -9.0241830e-172 2.7041020e-172
     6 : -8.1053270e-53  9.3623500e-53  3.9801540e-53
     7 :  1.0109400e-92 -3.3622110e-94 -9.8329830e-93
     8 :  2.1438820e-96 -4.6009850e-96  1.8212610e-97
     9 : -9.9965470e-75  2.0873230e-74  1.1740850e-76
    10 :  8.2443870e-30  7.4469160e-30 -2.6524010e-29
    11 : -9.7256540e-79 -1.0609250e-79  8.3824680e-79
    12 : -3.9595700e-54  1.2156620e-54  1.2082980e-54
    13 :  2.0333720e-68 -1.7670280e-67  3.9302260e-67
    14 : -1.1985230e-40 -2.4778830e-41  6.0414370e-41
    15 :  4.0741470e-68 -1.1198090e-67  2.5285260e-68
    16 : -5.5132890e-43 -1.0410870e-42  2.3990390e-42
    17 :  2.0385700e-69  1.5378530e-69 -1.6894020e-69
    18 : 8.5422230e-121 6.0551030e-121 -7.1463580e-121
    19 :  2.9878670e-85 -2.6107800e-85  2.5929540e-85
    20 :  1.1298190e-31 -8.6806480e-32  1.2989470e-31
    21 : -1.8321800e-51  2.4760110e-52  1.3430440e-51
    22 : -5.8460390e-239 6.1992440e-240 4.5599740e-239
    23 :  2.1261930e-27 -2.9003400e-27  5.0781050e-27
    24 : 1.0761900e-199 -1.0673010e-199 1.0811000e-199
    25 :  5.1980460e-29 -1.2564920e-29 -1.3740910e-28
    26 :  4.0356110e-62  1.0711450e-61 -5.8030340e-62
    27 :  1.9603810e-42 -2.4356610e-42 -1.6520970e-42
    28 :  3.1087080e-01  4.9734570e-01  4.0939740e-01
    29 : -8.1162330e-69 -2.1643450e-68  1.2827630e-68
    30 : -8.1624900e-34  1.1380710e-34  4.3109880e-34
    31 : -2.3253900e-182 1.6400440e-181 -1.1921370e-181
    32 :  5.6722480e-55 -8.0683910e-55 -3.8539270e-55
    33 : -6.8107110e-39  2.3050070e-39 -7.1230200e-40
    34 :  2.4018030e-96 -1.2508930e-97 -3.8181210e-96
    35 : -1.7199560e-40  3.9239340e-41  5.5924710e-41
    36 :  7.0620160e-94 -1.5204530e-94 -4.1487550e-94
    37 :  1.9340380e-76  2.1127220e-76 -6.3993310e-76
    38 : -8.9841080e-36  8.6303320e-36  1.3950990e-35
    39 :  1.6626930e-69  3.7770940e-69 -2.1269550e-69
    40 : -9.3526850e-233 1.7511240e-232 1.3490160e-233
    41 :  2.4670510e-16 -4.6514650e-17 -1.4117630e-16
    42 :  2.3974030e-88 -9.0401430e-89 -4.0003040e-88
    43 : -5.8284070e-44  4.4860780e-44 -1.0118940e-43
    44 :  3.0579580e-23  7.6149740e-22 -3.6972460e-22
    45 :  1.9017940e-14  4.2125590e-14 -1.0263460e-14
    46 : -1.0575810e-91  8.0888570e-92 -1.4068350e-91
    47 : -1.4675770e-99 -9.1980090e-100  1.0925590e-99
    48 : -4.7091050e-49  2.0081360e-49  3.1071100e-50
    49 : -7.0808480e-03  3.8414910e-03  3.0538310e-03
    50 : -7.2762820e-40 -2.4614430e-38  9.4538000e-39
    51 : -1.4403800e-88  2.0726740e-88 -2.8447230e-88
    52 : -4.6125540e-02  1.2254710e-01  9.5220580e-03
    53 : 6.4570550e-157 1.4549320e-157 -9.6896870e-157
    54 : -8.2198950e-93  5.2031520e-93  1.4225040e-93
    55 : -5.9895830e-71  1.0208420e-70 -1.9633520e-70
    56 : 1.5178840e-112 4.3951110e-112 -1.2076490e-111
    57 : -1.6969420e-43  1.2730820e-43  2.8704550e-44
    58 :  1.0589710e-44  2.1128580e-44 -1.3156810e-44
    59 : 2.9608930e-132 3.2999100e-131 -1.7677400e-131
    60 : -8.2900160e-82  3.0970120e-81 -1.3848400e-81
    61 :  1.8630350e-87 -1.3451650e-87  9.1485690e-88
    62 :  1.3390530e-39  1.4752130e-39 -4.8248940e-39
