Number of elements 23380
     0 :  6.7425610e-10  7.8205630e-10  1.2052310e-09
     1 : -4.8071530e-07  1.7293090e-06 -1.1421450e-06
     2 :  3.1915720e-78  1.1020940e-77 -1.2038750e-77
     3 :  1.5158220e-45  2.1348710e-45  1.3546660e-45
     4 :  6.3447690e-78  8.8167100e-78  2.6562660e-77
     5 :  2.9430400e-45  6.2390340e-45  7.2191330e-46
     6 : -9.0818820e-05  4.0843790e-04 -1.6471870e-04
     7 : -1.4031390e-10  5.4501810e-11 -5.4069960e-11
     8 : -9.5646360e-10  1.4257500e-09  3.1879090e-10
     9 : -2.9152200e-13 -3.7181370e-13  4.5760440e-13
    10 : -2.0926630e-02 -2.5449400e-02 -2.7933550e-02
    11 :  8.0210930e-08  1.4347090e-07  4.9307840e-08
    12 : -1.3741650e-04 -1.3405040e-04 -4.7526700e-05
    13 :  1.0339870e-05  3.1487550e-06  1.1784410e-05
    14 :  9.9051730e-02  9.3273940e-02  1.0094830e-01
    15 : -7.7285820e-11  1.6850910e-10  1.3207310e-10
    16 :  3.1112010e-02  3.0726820e-02  4.3577650e-02
    17 : -3.9318830e-11  2.3619280e-11 -2.5374520e-11
    18 : -2.8487240e-27 -2.4803970e-27 -2.1165150e-27
    19 : -2.9338700e-11  1.5987890e-09 -1.6079610e-10
    20 : -1.9942150e-03 -2.9165140e-03 -2.6491130e-03
    21 :  3.6931020e-04 -1.6927130e-04  4.2984710e-04
    22 : -8.7947890e-69 -3.1954760e-70  3.3785640e-69
    23 : -8.4768610e-03 -1.3959010e-02 -5.2173650e-03
    24 :  1.6821180e-53 -1.6265050e-53  2.8194920e-53
    25 : -1.9929090e-02 -2.3664620e-02 -1.8065740e-02
    26 :  3.0792000e-02  2.0747040e-02  2.3006220e-02
    27 : -3.1357750e-02 -4.1236560e-02 -5.9212890e-02
    28 :  2.4388170e-03  3.3002830e-02  3.4843300e-02
    29 : -2.2755760e-06 -2.4324160e-06  9.0557690e-07
    30 : -1.1847900e-02 -1.4731460e-02 -1.5511170e-02
    31 :  1.4381400e-47 -2.6465890e-47 -6.1649120e-48
    32 :  3.3498220e-07 -4.2365760e-07  2.2095200e-07
    33 : -1.9715220e-02 -2.7813310e-02 -1.9322980e-02
    34 : -9.2367600e-09 -7.8252170e-09 -1.0562070e-08
    35 : -2.2712590e-02 -2.3496490e-02 -2.1885490e-02
    36 :  1.1469000e-08 -1.5635350e-08 -9.6179830e-09
    37 :  1.3455780e-04  7.3961040e-06  1.4180700e-04
    38 :  2.8078230e-04 -2.9606590e-04  4.4700080e-04
    39 :  5.8989260e-02  5.8733460e-02  6.0917600e-02
    40 :  1.3675330e-65 -1.4339740e-65 -3.5316950e-65
    41 :  4.0703350e-02  3.2817540e-02  3.2602030e-02
    42 :  8.1645130e-16  1.3382340e-15 -1.7435480e-15
    43 :  2.2727470e-02  2.0558640e-02  1.8741950e-02
    44 :  6.5354600e-03  4.5314250e-03  8.7707190e-03
    45 :  1.8556200e-02 -1.3478200e-03  2.4145240e-02
    46 :  1.0132410e-05 -2.1959940e-05 -2.3564280e-05
    47 :  7.1696660e-08  1.4811850e-07  2.2392100e-08
    48 : -2.8239300e-05  4.6370940e-05 -3.3995100e-05
    49 : -5.9552140e-02 -5.9160800e-02 -6.1238690e-02
    50 :  1.0315810e-01  1.0359450e-01  1.0598230e-01
    51 : -4.7597630e-09 -1.6632200e-09 -3.3112380e-09
    52 : -3.3607040e-02 -9.7438020e-02 -7.8107620e-02
    53 : -1.1815690e-50 -3.5253340e-50  7.0644960e-50
    54 :  1.7889590e-14  4.0893180e-15  5.4851390e-15
    55 :  5.3333470e-02  5.2130500e-02  4.9214650e-02
    56 : -7.0356880e-15  1.1846380e-13 -2.1127050e-13
    57 :  3.2878490e-02  2.7615280e-02  1.0629130e-02
    58 :  3.0196120e-02  3.2575480e-02  2.6275390e-02
    59 :  7.7530000e-17  8.9256030e-17 -8.9564320e-17
    60 :  5.3796240e-11  8.9727050e-11 -2.0668530e-11
    61 : -3.1261360e-13  1.3558300e-13 -2.1512420e-13
    62 :  2.8580370e-03  2.4649980e-03  1.2579990e-03
    63 :  1.3817030e-02  9.9071980e-03  1.2349520e-02
    64 : -5.8008640e-03 -7.4009650e-03 -6.1778760e-03
    65 :  1.4327500e-43 -3.8267350e-43  1.1870730e-43
    66 :  5.4339020e-13 -2.9893750e-13 -3.3527570e-13
    67 : -8.9736530e-02 -7.0097700e-02 -1.1390050e-01
    68 :  2.2868760e-05  1.8233360e-06 -4.9695110e-06
    69 : -1.9021880e-03 -9.1419350e-03  4.3330630e-02
    70 :  1.7120700e-02  2.0998890e-02  1.5712090e-02
    71 : -4.5571430e-02 -5.8514150e-02 -4.8307310e-02
    72 : -3.9025070e-23  3.7571470e-23  9.6810960e-23
    73 : -1.1766330e-20  5.2943950e-21  3.4330610e-20
    74 : -1.5289370e-14  3.6560410e-15 -2.0110970e-15
    75 :  3.7486480e-02  4.9404160e-02  4.3961930e-02
    76 : -4.7442110e-02 -5.3292920e-02 -5.8849470e-02
    77 :  1.0353340e-09  4.3714550e-10 -2.9333380e-10
    78 : -1.4710100e-10  3.1262520e-10  3.4476170e-10
    79 :  4.2399510e-05 -8.8877840e-05 -1.2533650e-04
    80 :  1.2051220e-46  5.6583250e-47 -2.0076150e-46
    81 :  4.5768660e-02  4.6332600e-02  4.1357610e-02
    82 : -3.0555550e-12  2.8846280e-13 -1.8248940e-12
    83 : -5.0029000e-06  2.6275750e-05  1.9706010e-05
    84 :  9.5081160e-14 -9.9248270e-14  1.3818210e-13
    85 : -1.3004520e-02 -3.7179870e-02 -3.1298540e-02
    86 : -4.2922450e-04 -7.8707950e-04 -6.4743380e-04
    87 : -3.9698640e-18 -6.3781660e-18  4.4883530e-18
    88 :  4.6022920e-26 -5.3984000e-26  3.0639550e-26
    89 :  3.0758810e-02  3.5348680e-02  2.9526810e-02
    90 : -5.0733770e-04 -1.8483250e-03 -3.3187840e-03
    91 :  8.5243930e-04  4.8813220e-03 -5.6560960e-03
    92 : -4.9361280e-06 -2.8177770e-06 -5.2339990e-06
    93 : -1.6451960e-09  1.8345830e-08  1.5761670e-09
    94 : -5.1800350e-03 -7.6378600e-03 -9.9322850e-03
    95 :  7.1701130e-02  7.7118720e-02  7.6262890e-02
    96 : -1.2330980e-05  3.8821380e-05  6.5336410e-06
    97 :  2.2228650e-02  2.8439470e-02  2.4980290e-02
    98 : -4.7173680e-05  1.4190350e-05 -2.5977720e-06
    99 : -7.1486720e-17  8.9206540e-17 -2.2227040e-17
   100 : -4.5864890e-42  3.7644250e-42 -4.5352520e-43
   101 :  3.7877220e-03  4.4206060e-03  4.7550580e-03
   102 :  4.3859830e-21  6.0917420e-22 -2.9659820e-21
   103 :  1.4710600e-11  2.7726110e-11  3.8847090e-11
   104 : -2.2887500e-02 -2.8828910e-02 -1.9030280e-02
   105 : -9.6987100e-28 -1.1903750e-27  4.8857360e-27
   106 : -1.5573610e-63  3.2137230e-64  3.4777480e-64
   107 : -1.1598550e-05 -5.9638600e-05  1.8271030e-05
   108 :  1.5660310e-72 -2.0935240e-73 -1.1768810e-72
   109 : -2.2105610e-02 -2.2666910e-02 -2.2658210e-02
   110 : -2.0592110e-42  9.0281730e-42 -5.7439280e-42
   111 :  1.5329570e-02  1.8758620e-02  2.0661770e-02
   112 : -4.0340120e-02 -3.3604140e-02 -3.9370350e-02
   113 : -9.0914520e-03 -1.7372240e-02 -5.6829710e-02
   114 :  4.0232500e-64 -1.8882670e-63  5.1292890e-63
   115 :  8.3108560e-02  7.6499070e-02  6.4856570e-02
   116 :  1.1686660e-03 -2.8292090e-03 -3.9489080e-03
   117 :  4.3711510e-60  2.0782130e-60 -1.7943310e-60
   118 : -3.7414730e-69 -2.0442050e-68  1.6154590e-68
