Number of elements 23380
     0 : -6.6018000e-18  1.6760070e-17 -1.0653310e-17
     1 : -1.3411510e-13  2.4369020e-14 -1.2641220e-14
     2 : -1.9290810e-93  7.0516830e-93 -3.2321340e-94
     3 :  1.1284250e-56  3.2219170e-56  6.4254710e-56
     4 : -1.1521410e-92  4.4445720e-92  2.9737300e-92
     5 :  1.4530060e-56 -4.8755430e-56 -3.4911080e-56
     6 :  3.3932140e-10  5.1671950e-09 -6.2496220e-10
     7 :  5.0914080e-20 -1.3350010e-19 -1.7160790e-19
     8 :  4.4782310e-18 -7.8714820e-18 -4.3143920e-19
     9 : -5.7191400e-20 -2.4951050e-19  1.1150090e-19
    10 :  7.2888660e-02  5.2848190e-02  4.2182360e-02
    11 : -1.7679860e-15 -1.0999400e-15  2.4952110e-16
    12 : -3.9625800e-10 -7.1713420e-10 -4.1579330e-10
    13 : -7.0898960e-12  1.4085750e-12  3.2091470e-12
    14 : -4.5712040e-06  1.5329070e-06  2.9381500e-05
    15 : -1.4166220e-16  2.1033950e-16  2.2522520e-16
    16 : -3.3590250e-06 -3.4229010e-06 -5.7256240e-06
    17 : -5.0846020e-17  3.7830860e-17 -2.0815050e-17
    18 :  4.0706390e-36  3.3845160e-35 -2.1677110e-36
    19 :  1.8398730e-17 -1.6733440e-17  2.7210890e-17
    20 :  1.2842960e-03 -8.6976150e-04  1.1979450e-03
    21 :  3.3578770e-09  2.8909170e-10  4.8133870e-09
    22 :  1.6320400e-82  1.7246850e-82 -5.6228930e-82
    23 : -5.2389300e-03 -4.2607600e-03 -8.1228540e-03
    24 : -3.6157250e-65  3.7851970e-65 -6.0229030e-65
    25 :  1.6374380e-03 -1.2323030e-03 -3.2968660e-03
    26 : -1.8905440e-05 -5.7645530e-05 -6.1858990e-05
    27 : -2.8738620e-04 -3.9232620e-05 -1.6090310e-03
    28 :  2.9205720e-03  2.3129850e-04  1.5124900e-02
    29 : -7.2301250e-13 -1.2271930e-12 -5.3003120e-13
    30 :  6.3345770e-02  5.1928710e-02  5.4830090e-02
    31 : -8.2355860e-59  1.5831690e-58 -6.4324810e-59
    32 :  4.5356230e-12 -1.3608800e-11 -1.1143510e-11
    33 :  2.5923040e-02  1.9966350e-02  3.7367280e-02
    34 :  2.4228930e-17  1.3027940e-17  3.3303120e-17
    35 :  1.5505860e-03 -4.5478080e-04 -3.6305070e-03
    36 : -1.4700590e-16  7.3218450e-17  1.4948330e-17
    37 : -5.7137580e-11  7.7585090e-11 -1.6985840e-10
    38 : -5.4495960e-04 -1.0831880e-03 -9.7200950e-04
    39 : -4.3075020e-06 -2.4924270e-06 -4.8193190e-06
    40 : -1.9827830e-79  1.3166950e-79  4.9861390e-79
    41 : -1.5681070e-02 -1.4449830e-02 -1.7200950e-02
    42 : -2.7406450e-23 -1.4405660e-22  1.2315570e-22
    43 :  6.0153690e-02  5.5569880e-02  5.3754440e-02
    44 : -2.7840090e-03  6.4302540e-04  1.1097320e-02
    45 : -4.0340420e-02 -3.9164930e-02 -3.2299030e-02
    46 : -3.5323310e-13 -7.4869450e-14  8.6584300e-13
    47 : -6.7531550e-16 -4.8222780e-17 -2.2123480e-16
    48 : -3.8090510e-09 -3.3381070e-10 -3.0257910e-09
    49 : -8.2308680e-03 -1.4181690e-02 -2.1300640e-02
    50 :  4.8505920e-05 -5.6028710e-07  5.0408500e-05
    51 : -1.0052770e-16  1.2036250e-16 -1.7298660e-16
    52 :  1.0282650e-02  1.8050960e-02  2.0087980e-02
    53 : -6.8605030e-61 -3.0490120e-61  1.4542100e-60
    54 :  9.3994650e-23  2.2891600e-23 -5.2496670e-23
    55 : -7.8272930e-07  5.7452590e-07 -4.4714000e-07
    56 : -6.6458010e-24  2.4782430e-23 -4.9333480e-23
    57 : -5.0301790e-06 -4.4671480e-06 -9.0551150e-07
    58 :  5.2869460e-02  6.5882980e-02  3.4473140e-02
    59 :  3.8935270e-28  6.2349060e-28 -7.3562910e-28
    60 :  1.7573560e-18  5.5836400e-18  1.0220550e-18
    61 : -3.4365240e-21  2.2971200e-22 -3.3589200e-21
    62 :  1.7132840e-04  1.7273040e-04  1.3207910e-05
    63 :  1.0958070e-01  1.1743860e-01  1.1279290e-01
    64 : -1.2283620e-02  1.0397070e-02  1.7452470e-02
    65 :  3.5734400e-53 -1.0437690e-52  3.3924670e-53
    66 :  2.1396430e-19 -2.0228460e-19 -1.3177160e-19
    67 :  1.1146240e-01  1.0527740e-01  1.0670690e-01
    68 : -7.9041130e-10  2.0319060e-10  3.2756990e-10
    69 : -8.8990200e-06 -3.6197340e-06 -1.8329510e-05
    70 :  1.3484190e-02  1.4796300e-02  7.0198110e-02
    71 : -2.5553920e-02 -2.5303910e-02 -2.5057180e-02
    72 : -5.3377330e-32  1.0180620e-31  1.7330100e-31
    73 :  3.9990340e-28 -6.5239000e-28 -1.6782320e-27
    74 : -1.3562780e-21  1.8925350e-22  1.5163290e-21
    75 : -6.1422490e-06  1.0717430e-05 -4.2838210e-06
    76 : -1.4684880e-03 -1.3296120e-02  2.0865530e-03
    77 : -6.7753440e-18 -2.4572400e-18  2.6724930e-18
    78 :  6.0555920e-17 -2.5923130e-16 -9.4670590e-17
    79 :  6.0733220e-10  1.1859670e-10 -6.6731220e-10
    80 : -1.4669690e-60 -5.2504490e-61  2.1195460e-60
    81 :  4.5233500e-07  1.4062730e-07  6.8576460e-08
    82 : -7.3274190e-20 -2.3801200e-19  5.8405080e-19
    83 : -5.9905910e-12 -4.8211380e-12 -3.5967720e-12
    84 :  2.4386060e-23 -2.0047160e-22  2.3960640e-23
    85 : -5.1517310e-02 -1.2570970e-02 -3.0152330e-02
    86 :  9.2890190e-04  1.7119060e-03  2.1283370e-04
    87 :  3.3075010e-28  6.9347060e-28 -4.9776210e-28
    88 : -2.3318710e-35  3.5420050e-34  4.5616740e-34
    89 :  5.8125050e-02  6.5014400e-02  6.0539680e-02
    90 : -2.1268200e-02 -2.1698380e-02 -1.9289220e-02
    91 :  1.5031340e-02  1.6212740e-02  8.4156740e-03
    92 :  5.7481890e-12 -6.7480400e-13  4.5493240e-12
    93 :  5.2648060e-15  2.1055500e-15  8.8978240e-15
