Number of elements 23380
     0 :  1.2467680e-17 -3.2809710e-16 -3.2439550e-16
     1 : -2.3889120e-12 -4.6151520e-12 -2.8236940e-13
     2 :  1.5160220e-90 -5.6562330e-90  8.9908420e-91
     3 : -1.8633290e-54  3.0536890e-54  8.7740190e-55
     4 :  9.3063410e-90 -3.6572000e-89 -2.5732910e-89
     5 :  3.4503850e-55  6.0193530e-54  1.4166120e-54
     6 : -1.3068810e-08 -4.3533350e-08 -3.3773000e-09
     7 : -1.6872680e-17 -1.5270360e-18 -1.5329990e-17
     8 :  1.5467270e-16 -1.0366420e-16  9.8205670e-17
     9 :  2.4174280e-18  2.7822520e-18 -5.0222830e-18
    10 :  3.9253510e-02  2.2711320e-02 -6.1266160e-03
    11 : -3.6350450e-14 -2.9726390e-14  8.4401170e-15
    12 : -3.1137250e-09  9.0520070e-10  7.0227120e-09
    13 :  3.7586680e-11 -6.4862320e-13  2.9214430e-11
    14 : -1.6978980e-05 -4.9456420e-05 -1.9388730e-04
    15 :  1.7031900e-15 -3.1702720e-15 -3.7675940e-15
    16 :  2.7943050e-05  2.7493430e-05  2.4027340e-05
    17 :  6.8377650e-16 -1.0978880e-15  5.0347480e-16
    18 : -4.1450390e-34  5.9749180e-35 -3.5992140e-34
    19 : -3.4706410e-16 -6.4670140e-16  1.7154000e-16
    20 :  5.6244220e-03  3.8859680e-03  5.7324260e-03
    21 : -1.0423480e-08 -1.6361000e-08 -3.2898200e-08
    22 : -7.6912820e-80 -9.8429420e-80  3.1531410e-79
    23 : -1.2153250e-03 -1.9286380e-03  1.9248630e-02
    24 :  6.7799830e-63 -6.0849140e-63  1.1229730e-62
    25 : -5.7791810e-03 -7.4166640e-03 -5.5557840e-03
    26 :  3.9071790e-04 -2.9083450e-05  3.0487570e-04
    27 : -1.0982360e-02  3.2511940e-02  1.5591930e-02
    28 :  2.9059220e-02  4.2569330e-02  5.5875760e-02
    29 : -2.7302750e-11 -1.5335010e-11  1.4780080e-11
    30 :  7.9419000e-02  7.6495380e-02  7.5633320e-02
    31 :  1.7794380e-56 -3.2867810e-56 -8.1327920e-57
    32 : -3.4133060e-11  1.1202380e-10  9.8727380e-11
    33 :  8.4648100e-02  6.7467030e-02  8.0757990e-02
    34 :  8.8556890e-16 -3.1644430e-16  3.6688710e-15
    35 :  4.5418460e-02  4.1145290e-02  3.2994840e-02
    36 :  1.4505260e-15  3.4127040e-15  4.5089660e-15
    37 :  1.5659190e-09  7.0620230e-10  9.0043210e-11
    38 : -6.5949040e-04  9.3065340e-04  4.8096240e-04
    39 : -3.7122030e-05 -9.6795510e-05 -8.3942310e-07
    40 :  3.9354310e-77 -5.4340360e-77 -1.4835190e-76
    41 : -1.7386690e-03 -2.2989640e-03 -9.1769620e-03
    42 :  2.3092710e-21 -9.1050780e-22 -3.8168850e-21
    43 :  5.9603650e-02  6.0976100e-02  6.1005480e-02
    44 : -1.0789690e-02 -4.4030330e-03 -7.4740670e-03
    45 : -3.5888460e-02 -2.4708720e-02 -3.3092560e-02
    46 : -1.5540580e-11 -6.3305960e-12  3.9299170e-11
    47 : -3.4731390e-14  2.0994530e-14 -2.1590400e-14
    48 :  2.7177100e-08  6.8456580e-09  2.3255020e-08
    49 :  2.1693430e-02  7.2081650e-05  4.9988770e-03
    50 : -2.8552190e-04 -1.9747250e-04 -3.1546280e-04
    51 :  3.0044790e-16  2.6952710e-15 -9.4968640e-16
    52 :  3.8402350e-03 -1.9383080e-02 -8.5141320e-03
    53 :  3.7705120e-59 -2.1243340e-58  2.4548010e-58
    54 :  7.1913320e-21  3.0414580e-21 -4.2298680e-21
    55 :  2.3045780e-05  1.4005570e-05  2.0278610e-05
    56 : -7.8254620e-22  3.0718470e-21 -5.7998740e-21
    57 :  3.0647290e-05  2.7418740e-05  8.1600150e-06
    58 :  6.0687160e-02  5.7209830e-02  6.2752350e-02
    59 :  2.8791120e-25  2.9214010e-25 -2.4261400e-25
    60 : -2.6629870e-16  8.9742810e-17  6.6977610e-16
